review_id,order_id,product_id,rating,review_text,review_time
2809,8746,954,5,"Excellent product, highly recommend!",2020-12-29T00:00:00
2810,8749,957,2,Not great quality.,2020-06-09T00:00:00
2811,8749,531,3,Okay overall.,2020-06-30T00:00:00
2812,8749,624,5,"Excellent product, highly recommend!",2023-05-10T00:00:00
2813,8759,591,2,Not great quality.,2021-06-08T00:00:00
2814,8763,371,5,"Excellent product, highly recommend!",2024-07-07T00:00:00
2815,8767,479,4,Good value for money!,2025-04-22T00:00:00
2816,8767,199,2,Not great quality.,2025-03-11T00:00:00
2817,8767,437,5,"Excellent product, highly recommend!",2022-07-04T00:00:00
2818,8778,233,4,Good value for money!,2022-02-07T00:00:00
2819,8778,575,5,"Excellent product, highly recommend!",2023-05-20T00:00:00
2820,8781,239,3,Okay overall.,2024-05-31T00:00:00
2821,8781,867,4,Good value for money!,2024-03-12T00:00:00
2822,8782,505,5,"Excellent product, highly recommend!",2024-02-24T00:00:00
2823,8782,1021,3,Okay overall.,2023-02-05T00:00:00
2824,8790,977,4,Good value for money!,2020-02-26T00:00:00
2825,8790,933,5,"Excellent product, highly recommend!",2025-06-13T00:00:00
2826,8790,1165,5,"Excellent product, highly recommend!",2020-11-09T00:00:00
2827,8795,887,5,"Excellent product, highly recommend!",2023-02-23T00:00:00
2828,8795,1022,4,Good value for money!,2022-11-26T00:00:00
2829,8803,45,3,Okay overall.,2020-03-01T00:00:00
2830,8803,354,5,"Excellent product, highly recommend!",2023-07-19T00:00:00
2831,8815,506,5,"Excellent product, highly recommend!",2023-10-13T00:00:00
2832,8815,1037,5,"Excellent product, highly recommend!",2025-07-08T00:00:00
2833,8820,19,3,Okay overall.,2024-01-12T00:00:00
2834,8822,914,5,"Excellent product, highly recommend!",2020-11-25T00:00:00
2835,8822,1029,3,Okay overall.,2022-12-12T00:00:00
2836,8822,992,4,Good value for money!,2021-07-18T00:00:00
2837,8822,981,5,"Excellent product, highly recommend!",2023-03-29T00:00:00
2838,8828,881,4,Good value for money!,2022-12-21T00:00:00
2839,8828,1023,3,Okay overall.,2025-02-20T00:00:00
2840,8834,478,5,"Excellent product, highly recommend!",2023-11-18T00:00:00
2841,8836,1001,5,"Excellent product, highly recommend!",2023-01-23T00:00:00
2842,8836,766,3,Okay overall.,2024-12-21T00:00:00
2843,8842,1067,4,Good value for money!,2021-04-22T00:00:00
2844,8844,974,4,Good value for money!,2022-08-02T00:00:00
2845,8845,485,4,Good value for money!,2022-01-17T00:00:00
2846,8847,982,3,Okay overall.,2024-01-19T00:00:00
2847,8856,513,5,"Excellent product, highly recommend!",2022-08-07T00:00:00
2848,8862,654,3,Okay overall.,2022-03-29T00:00:00
2849,8862,395,4,Good value for money!,2025-01-14T00:00:00
2850,8864,732,4,Good value for money!,2020-01-02T00:00:00
2851,8880,771,4,Good value for money!,2024-11-09T00:00:00
2852,8880,1051,5,"Excellent product, highly recommend!",2020-07-10T00:00:00
2853,8880,1068,5,"Excellent product, highly recommend!",2023-12-28T00:00:00
2854,8880,1037,4,Good value for money!,2024-04-22T00:00:00
2855,8881,462,2,Not great quality.,2023-01-25T00:00:00
2856,8881,697,4,Good value for money!,2021-01-21T00:00:00
2857,8881,811,3,Okay overall.,2021-10-03T00:00:00
2858,8884,963,3,Okay overall.,2023-05-20T00:00:00
2859,8887,305,5,"Excellent product, highly recommend!",2025-03-15T00:00:00
2860,8890,1092,3,Okay overall.,2025-07-09T00:00:00
2861,8890,715,5,"Excellent product, highly recommend!",2022-10-28T00:00:00
2862,8894,1186,4,Good value for money!,2024-10-26T00:00:00
2863,8894,1161,3,Okay overall.,2022-10-02T00:00:00
2864,8896,868,4,Good value for money!,2024-02-16T00:00:00
2865,8896,169,5,"Excellent product, highly recommend!",2022-03-21T00:00:00
2866,8896,103,4,Good value for money!,2022-08-24T00:00:00
2867,8899,1009,1,"Very disappointed, would not buy again.",2021-08-11T00:00:00
2868,8901,36,2,Not great quality.,2023-05-27T00:00:00
2869,8904,797,2,Not great quality.,2024-12-04T00:00:00
2870,8908,1063,5,"Excellent product, highly recommend!",2025-04-04T00:00:00
2871,8908,471,5,"Excellent product, highly recommend!",2024-05-16T00:00:00
2872,8913,981,4,Good value for money!,2021-04-30T00:00:00
2873,8913,458,4,Good value for money!,2022-08-28T00:00:00
2874,8932,1114,2,Not great quality.,2024-06-11T00:00:00
2875,8932,1145,3,Okay overall.,2023-10-24T00:00:00
2876,8939,92,5,"Excellent product, highly recommend!",2021-01-12T00:00:00
2877,8941,264,4,Good value for money!,2024-08-19T00:00:00
2878,8943,967,3,Okay overall.,2023-12-30T00:00:00
2879,8943,1190,4,Good value for money!,2022-05-04T00:00:00
2880,8943,1039,2,Not great quality.,2025-05-06T00:00:00
2881,8946,435,1,"Very disappointed, would not buy again.",2022-03-13T00:00:00
2882,8946,376,5,"Excellent product, highly recommend!",2024-08-08T00:00:00
2883,8946,984,4,Good value for money!,2020-07-05T00:00:00
2884,8947,1151,5,"Excellent product, highly recommend!",2023-05-30T00:00:00
2885,8947,485,4,Good value for money!,2021-09-05T00:00:00
2886,8954,910,5,"Excellent product, highly recommend!",2024-09-18T00:00:00
2887,8965,1191,4,Good value for money!,2025-03-12T00:00:00
2888,8965,1195,2,Not great quality.,2020-11-04T00:00:00
2889,8965,376,5,"Excellent product, highly recommend!",2020-11-26T00:00:00
2890,8968,1130,5,"Excellent product, highly recommend!",2023-10-09T00:00:00
2891,8968,784,5,"Excellent product, highly recommend!",2023-12-05T00:00:00
2892,8968,352,5,"Excellent product, highly recommend!",2024-06-18T00:00:00
2893,8974,697,2,Not great quality.,2021-06-05T00:00:00
2894,8976,661,5,"Excellent product, highly recommend!",2022-02-09T00:00:00
2895,8976,1058,4,Good value for money!,2022-03-16T00:00:00
2896,8976,487,3,Okay overall.,2022-05-22T00:00:00
2897,8981,623,4,Good value for money!,2024-10-02T00:00:00
2898,8981,680,5,"Excellent product, highly recommend!",2025-01-24T00:00:00
2899,8983,976,5,"Excellent product, highly recommend!",2024-05-28T00:00:00
2900,8984,767,4,Good value for money!,2020-11-16T00:00:00
2901,8989,1017,2,Not great quality.,2025-02-20T00:00:00
2902,8991,439,5,"Excellent product, highly recommend!",2025-05-29T00:00:00
2903,8991,1016,4,Good value for money!,2023-12-27T00:00:00
2904,8995,923,2,Not great quality.,2023-01-21T00:00:00
2905,8998,1187,5,"Excellent product, highly recommend!",2023-02-03T00:00:00
2906,9003,984,4,Good value for money!,2023-12-17T00:00:00
2907,9003,965,4,Good value for money!,2025-10-01T00:00:00
2908,9008,1029,4,Good value for money!,2020-01-17T00:00:00
2909,9017,1094,3,Okay overall.,2020-12-20T00:00:00
2910,9021,845,5,"Excellent product, highly recommend!",2024-07-15T00:00:00
2911,9021,714,2,Not great quality.,2024-06-16T00:00:00
2912,9021,877,5,"Excellent product, highly recommend!",2021-07-16T00:00:00
2913,9021,908,5,"Excellent product, highly recommend!",2022-06-13T00:00:00
2914,9033,829,4,Good value for money!,2020-11-24T00:00:00
2915,9034,1115,5,"Excellent product, highly recommend!",2024-09-26T00:00:00
2916,9034,1075,5,"Excellent product, highly recommend!",2025-02-08T00:00:00
2917,9034,1087,4,Good value for money!,2024-01-27T00:00:00
2918,9037,989,3,Okay overall.,2021-09-04T00:00:00
2919,9037,366,2,Not great quality.,2022-02-07T00:00:00
2920,9039,939,4,Good value for money!,2022-07-27T00:00:00
2921,9039,1005,3,Okay overall.,2021-07-17T00:00:00
2922,9043,328,5,"Excellent product, highly recommend!",2022-10-13T00:00:00
2923,9051,119,4,Good value for money!,2021-07-05T00:00:00
2924,9063,753,5,"Excellent product, highly recommend!",2025-05-24T00:00:00
2925,9065,581,3,Okay overall.,2025-07-10T00:00:00
2926,9065,647,4,Good value for money!,2020-04-24T00:00:00
2927,9083,123,4,Good value for money!,2025-02-12T00:00:00
2928,9093,174,4,Good value for money!,2024-02-09T00:00:00
2929,9098,1006,4,Good value for money!,2023-09-11T00:00:00
2930,9100,273,3,Okay overall.,2024-12-25T00:00:00
2931,9100,374,2,Not great quality.,2020-07-18T00:00:00
2932,9100,893,5,"Excellent product, highly recommend!",2025-02-20T00:00:00
2933,9100,334,4,Good value for money!,2023-02-15T00:00:00
2934,9110,603,5,"Excellent product, highly recommend!",2022-04-18T00:00:00
2935,9110,37,4,Good value for money!,2022-11-18T00:00:00
2936,9112,1082,3,Okay overall.,2023-02-16T00:00:00
2937,9113,288,4,Good value for money!,2022-12-21T00:00:00
2938,9117,983,5,"Excellent product, highly recommend!",2021-03-05T00:00:00
2939,9130,611,4,Good value for money!,2022-12-28T00:00:00
2940,9164,538,3,Okay overall.,2021-03-15T00:00:00
2941,9168,377,5,"Excellent product, highly recommend!",2021-12-01T00:00:00
2942,9168,410,4,Good value for money!,2025-03-16T00:00:00
2943,9168,413,2,Not great quality.,2025-06-25T00:00:00
2944,9178,535,3,Okay overall.,2021-11-15T00:00:00
2945,9178,552,5,"Excellent product, highly recommend!",2022-01-26T00:00:00
2946,9178,964,5,"Excellent product, highly recommend!",2023-03-14T00:00:00
2947,9178,526,4,Good value for money!,2024-04-19T00:00:00
2948,9189,282,5,"Excellent product, highly recommend!",2021-10-01T00:00:00
2949,9195,921,4,Good value for money!,2020-05-09T00:00:00
2950,9195,463,4,Good value for money!,2020-02-15T00:00:00
2951,9195,1094,4,Good value for money!,2024-06-17T00:00:00
2952,9204,540,5,"Excellent product, highly recommend!",2022-02-13T00:00:00
2953,9204,594,5,"Excellent product, highly recommend!",2024-02-04T00:00:00
2954,9215,335,4,Good value for money!,2023-01-11T00:00:00
2955,9216,1034,4,Good value for money!,2025-08-05T00:00:00
2956,9217,176,3,Okay overall.,2023-01-01T00:00:00
2957,9217,817,5,"Excellent product, highly recommend!",2020-03-02T00:00:00
2958,9217,1180,5,"Excellent product, highly recommend!",2024-06-11T00:00:00
2959,9217,1086,3,Okay overall.,2022-02-11T00:00:00
2960,9244,1188,5,"Excellent product, highly recommend!",2020-03-01T00:00:00
2961,9244,174,4,Good value for money!,2023-02-17T00:00:00
2962,9247,351,4,Good value for money!,2024-06-01T00:00:00
2963,9255,1118,4,Good value for money!,2020-10-10T00:00:00
2964,9277,1005,3,Okay overall.,2020-06-11T00:00:00
2965,9277,984,2,Not great quality.,2022-01-03T00:00:00
2966,9297,278,4,Good value for money!,2025-04-23T00:00:00
2967,9297,213,5,"Excellent product, highly recommend!",2023-01-11T00:00:00
2968,9301,899,4,Good value for money!,2021-06-25T00:00:00
2969,9301,990,4,Good value for money!,2024-08-26T00:00:00
2970,9306,234,2,Not great quality.,2022-07-27T00:00:00
2971,9306,1097,5,"Excellent product, highly recommend!",2024-12-19T00:00:00
2972,9308,1005,3,Okay overall.,2023-08-10T00:00:00
2973,9310,1096,4,Good value for money!,2020-04-05T00:00:00
2974,9310,486,4,Good value for money!,2023-11-20T00:00:00
2975,9310,482,4,Good value for money!,2021-03-22T00:00:00
2976,9310,1170,4,Good value for money!,2021-12-24T00:00:00
2977,9315,156,5,"Excellent product, highly recommend!",2020-01-08T00:00:00
2978,9317,386,3,Okay overall.,2022-01-09T00:00:00
2979,9317,60,4,Good value for money!,2020-11-11T00:00:00
2980,9317,463,2,Not great quality.,2023-11-13T00:00:00
2981,9318,263,4,Good value for money!,2024-01-13T00:00:00
2982,9318,292,4,Good value for money!,2021-06-25T00:00:00
2983,9318,172,4,Good value for money!,2021-07-12T00:00:00
2984,9328,282,5,"Excellent product, highly recommend!",2021-02-02T00:00:00
2985,9330,1186,5,"Excellent product, highly recommend!",2025-05-31T00:00:00
2986,9330,1108,5,"Excellent product, highly recommend!",2022-04-17T00:00:00
2987,9330,1053,3,Okay overall.,2023-02-04T00:00:00
2988,9332,428,3,Okay overall.,2025-03-18T00:00:00
2989,9332,396,5,"Excellent product, highly recommend!",2022-01-30T00:00:00
2990,9338,243,2,Not great quality.,2020-01-25T00:00:00
2991,9338,208,4,Good value for money!,2020-09-08T00:00:00
2992,9340,909,1,"Very disappointed, would not buy again.",2021-09-17T00:00:00
2993,9340,861,4,Good value for money!,2022-10-10T00:00:00
2994,9345,214,5,"Excellent product, highly recommend!",2021-08-17T00:00:00
2995,9348,1093,4,Good value for money!,2021-12-18T00:00:00
2996,9352,280,1,"Very disappointed, would not buy again.",2025-02-28T00:00:00
2997,9352,616,4,Good value for money!,2024-08-24T00:00:00
2998,9352,502,5,"Excellent product, highly recommend!",2025-02-26T00:00:00
2999,9352,900,3,Okay overall.,2025-01-27T00:00:00
3000,9364,945,4,Good value for money!,2025-09-18T00:00:00
3001,9367,401,5,"Excellent product, highly recommend!",2021-03-25T00:00:00
3002,9367,1087,4,Good value for money!,2025-09-08T00:00:00
3003,9368,686,5,"Excellent product, highly recommend!",2021-03-18T00:00:00
3004,9369,1083,4,Good value for money!,2023-03-02T00:00:00
3005,9369,1000,4,Good value for money!,2023-03-26T00:00:00
3006,9369,266,5,"Excellent product, highly recommend!",2023-04-15T00:00:00
3007,9372,1114,5,"Excellent product, highly recommend!",2024-04-16T00:00:00
3008,9372,1175,5,"Excellent product, highly recommend!",2021-11-01T00:00:00
3009,9372,1170,5,"Excellent product, highly recommend!",2021-01-28T00:00:00
3010,9372,467,5,"Excellent product, highly recommend!",2021-07-12T00:00:00
3011,9374,624,5,"Excellent product, highly recommend!",2023-04-02T00:00:00
3012,9377,857,5,"Excellent product, highly recommend!",2022-02-15T00:00:00
3013,9377,877,4,Good value for money!,2022-08-24T00:00:00
3014,9384,692,5,"Excellent product, highly recommend!",2021-09-28T00:00:00
3015,9384,543,5,"Excellent product, highly recommend!",2023-03-21T00:00:00
3016,9387,629,4,Good value for money!,2024-04-21T00:00:00
3017,9387,699,4,Good value for money!,2025-02-26T00:00:00
3018,9387,436,5,"Excellent product, highly recommend!",2021-03-15T00:00:00
3019,9387,636,3,Okay overall.,2020-03-06T00:00:00
3020,9399,323,5,"Excellent product, highly recommend!",2022-11-28T00:00:00
3021,9407,696,5,"Excellent product, highly recommend!",2022-10-02T00:00:00
3022,9407,713,4,Good value for money!,2024-06-16T00:00:00
3023,9407,804,5,"Excellent product, highly recommend!",2020-11-09T00:00:00
3024,9418,1075,5,"Excellent product, highly recommend!",2021-07-10T00:00:00
3025,9420,767,4,Good value for money!,2023-06-24T00:00:00
3026,9422,591,4,Good value for money!,2023-08-22T00:00:00
3027,9422,677,3,Okay overall.,2021-03-17T00:00:00
3028,9422,612,4,Good value for money!,2022-05-24T00:00:00
3029,9433,849,5,"Excellent product, highly recommend!",2020-01-19T00:00:00
3030,9439,763,3,Okay overall.,2022-11-16T00:00:00
3031,9441,1098,4,Good value for money!,2024-11-17T00:00:00
3032,9442,1020,5,"Excellent product, highly recommend!",2020-03-21T00:00:00
3033,9442,819,4,Good value for money!,2022-06-05T00:00:00
3034,9442,669,5,"Excellent product, highly recommend!",2025-01-20T00:00:00
3035,9454,432,3,Okay overall.,2022-05-07T00:00:00
3036,9460,897,4,Good value for money!,2022-11-25T00:00:00
3037,9463,1159,5,"Excellent product, highly recommend!",2023-05-11T00:00:00
3038,9463,213,4,Good value for money!,2022-02-20T00:00:00
3039,9469,327,4,Good value for money!,2025-07-01T00:00:00
3040,9473,496,3,Okay overall.,2021-05-18T00:00:00
3041,9475,991,5,"Excellent product, highly recommend!",2021-11-05T00:00:00
3042,9475,280,4,Good value for money!,2024-05-24T00:00:00
3043,9479,263,3,Okay overall.,2020-02-13T00:00:00
3044,9479,471,4,Good value for money!,2023-05-21T00:00:00
3045,9482,278,5,"Excellent product, highly recommend!",2021-06-26T00:00:00
3046,9482,312,5,"Excellent product, highly recommend!",2023-05-18T00:00:00
3047,9482,318,2,Not great quality.,2023-01-09T00:00:00
3048,9487,287,5,"Excellent product, highly recommend!",2021-12-14T00:00:00
3049,9492,385,4,Good value for money!,2025-07-17T00:00:00
3050,9492,463,5,"Excellent product, highly recommend!",2025-10-09T00:00:00
3051,9492,414,4,Good value for money!,2021-02-13T00:00:00
3052,9492,389,5,"Excellent product, highly recommend!",2021-07-07T00:00:00
3053,9492,381,5,"Excellent product, highly recommend!",2022-07-16T00:00:00
3054,9498,619,2,Not great quality.,2023-01-02T00:00:00
3055,9501,1097,4,Good value for money!,2020-12-18T00:00:00
3056,9505,669,1,"Very disappointed, would not buy again.",2021-05-26T00:00:00
3057,9505,579,5,"Excellent product, highly recommend!",2021-04-05T00:00:00
3058,9505,434,5,"Excellent product, highly recommend!",2022-08-13T00:00:00
3059,9511,476,4,Good value for money!,2020-08-19T00:00:00
3060,9514,798,5,"Excellent product, highly recommend!",2023-02-09T00:00:00
3061,9514,367,4,Good value for money!,2022-08-01T00:00:00
3062,9515,289,4,Good value for money!,2023-04-13T00:00:00
3063,9523,196,5,"Excellent product, highly recommend!",2020-08-22T00:00:00
3064,9527,817,4,Good value for money!,2024-10-04T00:00:00
3065,9527,1023,5,"Excellent product, highly recommend!",2022-04-30T00:00:00
3066,9527,229,5,"Excellent product, highly recommend!",2020-05-17T00:00:00
3067,9533,586,5,"Excellent product, highly recommend!",2023-04-27T00:00:00
3068,9533,575,4,Good value for money!,2022-11-23T00:00:00
3069,9533,1054,1,"Very disappointed, would not buy again.",2020-04-14T00:00:00
3070,9534,246,5,"Excellent product, highly recommend!",2024-03-03T00:00:00
3071,9551,772,5,"Excellent product, highly recommend!",2025-09-21T00:00:00
3072,9555,1055,4,Good value for money!,2024-09-16T00:00:00
3073,9557,1194,5,"Excellent product, highly recommend!",2024-07-16T00:00:00
3074,9562,866,4,Good value for money!,2022-01-01T00:00:00
3075,9562,865,3,Okay overall.,2023-03-19T00:00:00
3076,9565,19,4,Good value for money!,2024-06-23T00:00:00
3077,9578,1195,3,Okay overall.,2024-03-22T00:00:00
3078,9579,1159,3,Okay overall.,2020-11-20T00:00:00
3079,9579,939,5,"Excellent product, highly recommend!",2025-07-18T00:00:00
3080,9581,513,4,Good value for money!,2025-02-19T00:00:00
3081,9581,813,4,Good value for money!,2025-09-24T00:00:00
3082,9581,533,5,"Excellent product, highly recommend!",2022-08-26T00:00:00
3083,9583,741,1,"Very disappointed, would not buy again.",2025-06-08T00:00:00
3084,9583,509,4,Good value for money!,2021-04-28T00:00:00
3085,9583,371,5,"Excellent product, highly recommend!",2021-12-29T00:00:00
3086,9584,902,1,"Very disappointed, would not buy again.",2021-08-04T00:00:00
3087,9584,364,4,Good value for money!,2025-07-03T00:00:00
3088,9584,109,5,"Excellent product, highly recommend!",2021-10-07T00:00:00
3089,9586,1043,5,"Excellent product, highly recommend!",2021-08-27T00:00:00
3090,9590,1197,4,Good value for money!,2020-03-11T00:00:00
3091,9590,1169,5,"Excellent product, highly recommend!",2023-04-18T00:00:00
3092,9592,113,2,Not great quality.,2022-12-13T00:00:00
3093,9592,868,5,"Excellent product, highly recommend!",2021-03-22T00:00:00
3094,9592,857,5,"Excellent product, highly recommend!",2025-07-21T00:00:00
3095,9602,929,4,Good value for money!,2021-02-09T00:00:00
3096,9602,330,5,"Excellent product, highly recommend!",2020-09-15T00:00:00
3097,9604,832,1,"Very disappointed, would not buy again.",2022-12-01T00:00:00
3098,9608,1096,4,Good value for money!,2024-10-24T00:00:00
3099,9608,1180,4,Good value for money!,2020-12-15T00:00:00
3100,9608,257,3,Okay overall.,2025-08-26T00:00:00
3101,9608,278,5,"Excellent product, highly recommend!",2022-12-31T00:00:00
3102,9610,609,2,Not great quality.,2022-12-19T00:00:00
3103,9611,609,5,"Excellent product, highly recommend!",2021-11-11T00:00:00
3104,9611,564,4,Good value for money!,2023-06-04T00:00:00
3105,9611,751,3,Okay overall.,2021-08-26T00:00:00
3106,9614,1065,5,"Excellent product, highly recommend!",2022-04-09T00:00:00
3107,9614,357,3,Okay overall.,2025-09-18T00:00:00
3108,9614,1177,5,"Excellent product, highly recommend!",2023-09-17T00:00:00
3109,9618,1081,4,Good value for money!,2025-04-21T00:00:00
3110,9618,396,4,Good value for money!,2020-12-18T00:00:00
3111,9619,467,4,Good value for money!,2023-04-20T00:00:00
3112,9619,488,1,"Very disappointed, would not buy again.",2023-08-29T00:00:00
3113,9619,432,5,"Excellent product, highly recommend!",2023-02-15T00:00:00
3114,9621,793,5,"Excellent product, highly recommend!",2020-03-27T00:00:00
3115,9621,869,4,Good value for money!,2021-10-04T00:00:00
3116,9621,461,4,Good value for money!,2021-09-25T00:00:00
3117,9623,729,5,"Excellent product, highly recommend!",2022-10-13T00:00:00
3118,9623,707,4,Good value for money!,2025-04-08T00:00:00
3119,9624,9,1,"Very disappointed, would not buy again.",2020-05-09T00:00:00
3120,9636,37,2,Not great quality.,2024-11-16T00:00:00
3121,9643,815,5,"Excellent product, highly recommend!",2023-10-22T00:00:00
3122,9643,766,1,"Very disappointed, would not buy again.",2020-12-30T00:00:00
3123,9643,158,2,Not great quality.,2024-02-06T00:00:00
3124,9645,646,5,"Excellent product, highly recommend!",2023-03-06T00:00:00
3125,9645,408,4,Good value for money!,2021-02-18T00:00:00
3126,9645,1081,3,Okay overall.,2024-01-27T00:00:00
3127,9645,942,3,Okay overall.,2022-06-22T00:00:00
3128,9652,893,5,"Excellent product, highly recommend!",2025-03-11T00:00:00
3129,9652,460,2,Not great quality.,2025-05-18T00:00:00
3130,9652,1029,5,"Excellent product, highly recommend!",2021-05-01T00:00:00
3131,9652,897,4,Good value for money!,2021-12-30T00:00:00
3132,9654,403,4,Good value for money!,2025-02-20T00:00:00
3133,9657,976,3,Okay overall.,2023-06-22T00:00:00
3134,9657,333,5,"Excellent product, highly recommend!",2022-09-19T00:00:00
3135,9659,766,5,"Excellent product, highly recommend!",2023-02-16T00:00:00
3136,9660,1024,5,"Excellent product, highly recommend!",2020-06-23T00:00:00
3137,9665,449,4,Good value for money!,2025-02-06T00:00:00
3138,9669,785,5,"Excellent product, highly recommend!",2023-08-25T00:00:00
3139,9669,382,3,Okay overall.,2023-06-12T00:00:00
3140,9669,1116,5,"Excellent product, highly recommend!",2022-09-17T00:00:00
3141,9670,1114,3,Okay overall.,2024-06-30T00:00:00
3142,9677,1160,5,"Excellent product, highly recommend!",2025-01-11T00:00:00
3143,9677,1041,4,Good value for money!,2020-01-15T00:00:00
3144,9677,1064,4,Good value for money!,2021-01-19T00:00:00
3145,9678,316,4,Good value for money!,2020-02-08T00:00:00
3146,9682,248,5,"Excellent product, highly recommend!",2025-06-03T00:00:00
3147,9693,1025,5,"Excellent product, highly recommend!",2022-11-10T00:00:00
3148,9693,1106,4,Good value for money!,2022-07-27T00:00:00
3149,9714,463,2,Not great quality.,2024-03-07T00:00:00
3150,9714,882,5,"Excellent product, highly recommend!",2020-04-06T00:00:00
3151,9728,997,3,Okay overall.,2022-07-19T00:00:00
3152,9733,734,5,"Excellent product, highly recommend!",2024-05-01T00:00:00
3153,9733,916,3,Okay overall.,2020-10-19T00:00:00
3154,9733,718,4,Good value for money!,2025-02-09T00:00:00
3155,9750,1150,3,Okay overall.,2024-07-19T00:00:00
3156,9750,1027,4,Good value for money!,2021-10-31T00:00:00
3157,9751,293,3,Okay overall.,2022-03-21T00:00:00
3158,9758,1042,3,Okay overall.,2021-05-13T00:00:00
3159,9776,606,5,"Excellent product, highly recommend!",2020-09-06T00:00:00
3160,9777,1114,5,"Excellent product, highly recommend!",2022-07-10T00:00:00
3161,9778,676,5,"Excellent product, highly recommend!",2020-08-01T00:00:00
3162,9790,1146,5,"Excellent product, highly recommend!",2024-07-10T00:00:00
3163,9791,475,2,Not great quality.,2022-09-17T00:00:00
3164,9800,944,5,"Excellent product, highly recommend!",2025-10-08T00:00:00
3165,9800,928,4,Good value for money!,2023-06-29T00:00:00
3166,9800,677,4,Good value for money!,2023-11-01T00:00:00
3167,9803,1059,5,"Excellent product, highly recommend!",2020-02-03T00:00:00
3168,9803,1170,4,Good value for money!,2025-06-11T00:00:00
3169,9803,926,4,Good value for money!,2022-03-26T00:00:00
3170,9803,1065,5,"Excellent product, highly recommend!",2023-07-15T00:00:00
3171,9803,1187,5,"Excellent product, highly recommend!",2022-03-31T00:00:00
3172,9804,1169,1,"Very disappointed, would not buy again.",2023-04-23T00:00:00
3173,9806,862,5,"Excellent product, highly recommend!",2024-05-03T00:00:00
3174,9812,1165,4,Good value for money!,2023-01-09T00:00:00
3175,9812,778,3,Okay overall.,2023-06-08T00:00:00
3176,9812,705,4,Good value for money!,2021-01-24T00:00:00
3177,9818,472,5,"Excellent product, highly recommend!",2022-05-26T00:00:00
3178,9818,438,5,"Excellent product, highly recommend!",2025-01-21T00:00:00
3179,9818,385,5,"Excellent product, highly recommend!",2024-05-17T00:00:00
3180,9833,422,4,Good value for money!,2024-05-10T00:00:00
3181,9836,1171,5,"Excellent product, highly recommend!",2025-07-02T00:00:00
3182,9836,919,5,"Excellent product, highly recommend!",2021-06-15T00:00:00
3183,9836,1175,2,Not great quality.,2023-02-20T00:00:00
3184,9839,562,2,Not great quality.,2020-01-19T00:00:00
3185,9840,31,4,Good value for money!,2021-07-17T00:00:00
3186,9844,733,2,Not great quality.,2021-04-18T00:00:00
3187,9847,438,5,"Excellent product, highly recommend!",2020-03-08T00:00:00
3188,9847,974,5,"Excellent product, highly recommend!",2024-08-29T00:00:00
3189,9847,941,5,"Excellent product, highly recommend!",2025-03-06T00:00:00
3190,9850,470,3,Okay overall.,2025-02-17T00:00:00
3191,9850,616,4,Good value for money!,2022-08-31T00:00:00
3192,9859,1137,3,Okay overall.,2020-02-18T00:00:00
3193,9859,947,5,"Excellent product, highly recommend!",2023-10-29T00:00:00
3194,9864,735,5,"Excellent product, highly recommend!",2022-10-05T00:00:00
3195,9864,782,3,Okay overall.,2021-04-21T00:00:00
3196,9865,1124,5,"Excellent product, highly recommend!",2020-02-08T00:00:00
3197,9865,1181,5,"Excellent product, highly recommend!",2025-04-26T00:00:00
3198,9865,1096,5,"Excellent product, highly recommend!",2023-03-08T00:00:00
3199,9877,363,5,"Excellent product, highly recommend!",2024-09-05T00:00:00
3200,9877,525,5,"Excellent product, highly recommend!",2024-07-12T00:00:00
3201,9880,439,5,"Excellent product, highly recommend!",2025-04-16T00:00:00
3202,9882,216,3,Okay overall.,2024-05-13T00:00:00
3203,9882,748,4,Good value for money!,2025-03-14T00:00:00
3204,9884,1106,5,"Excellent product, highly recommend!",2024-09-22T00:00:00
3205,9884,1063,4,Good value for money!,2025-07-12T00:00:00
3206,9884,1084,5,"Excellent product, highly recommend!",2025-05-20T00:00:00
3207,9886,903,5,"Excellent product, highly recommend!",2022-04-02T00:00:00
3208,9886,1154,2,Not great quality.,2022-12-06T00:00:00
3209,9886,1131,4,Good value for money!,2021-04-21T00:00:00
3210,9886,264,5,"Excellent product, highly recommend!",2024-07-25T00:00:00
3211,9887,434,4,Good value for money!,2025-05-03T00:00:00
3212,9894,1099,5,"Excellent product, highly recommend!",2025-02-27T00:00:00
3213,9902,531,3,Okay overall.,2025-01-18T00:00:00
3214,9902,196,3,Okay overall.,2024-10-04T00:00:00
3215,9902,725,4,Good value for money!,2025-10-20T00:00:00
3216,9904,908,5,"Excellent product, highly recommend!",2020-12-21T00:00:00
3217,9904,318,4,Good value for money!,2020-04-08T00:00:00
3218,9905,232,4,Good value for money!,2025-06-19T00:00:00
3219,9906,555,5,"Excellent product, highly recommend!",2025-01-30T00:00:00
3220,9909,1013,5,"Excellent product, highly recommend!",2024-06-13T00:00:00
3221,9909,953,5,"Excellent product, highly recommend!",2023-02-07T00:00:00
3222,9909,1187,1,"Very disappointed, would not buy again.",2025-08-28T00:00:00
3223,9909,894,3,Okay overall.,2023-10-07T00:00:00
3224,9913,864,4,Good value for money!,2020-08-19T00:00:00
3225,9921,1014,1,"Very disappointed, would not buy again.",2024-05-19T00:00:00
3226,9926,1094,3,Okay overall.,2022-01-19T00:00:00
3227,9926,1039,5,"Excellent product, highly recommend!",2022-09-26T00:00:00
