product_id,category,name,price_usd,cost_usd,margin_usd
414,Beauty,Lipstick Violet 770,111.97,62.13,49.84
415,Beauty,Shampoo LawnGreen 601,94.49,58.26,36.23
416,Beauty,Moisturizer DarkOliveGreen 264,9.39,6.23,3.16
417,Beauty,Lipstick DodgerBlue 631,94.91,74.24,20.67
418,Beauty,Shampoo LightGray 654,16.63,11.18,5.45
419,Beauty,Serum BurlyWood 754,87.49,57.19,30.3
420,Beauty,Shampoo Gainsboro 567,64.99,40.5,24.49
421,Beauty,Serum Green 626,118.88,66.0,52.88
422,Beauty,Moisturizer Magenta 752,88.85,60.79,28.06
423,Beauty,Moisturizer Linen 162,34.03,20.91,13.12
424,Beauty,Moisturizer Wheat 743,13.65,10.57,3.08
425,Beauty,Lipstick GreenYellow 211,82.61,55.68,26.93
426,Beauty,Serum LightSteelBlue 639,39.9,24.74,15.16
427,Beauty,Serum RosyBrown 573,119.34,94.07,25.27
428,Beauty,Serum SteelBlue 170,23.92,18.63,5.29
429,Beauty,Lipstick Fuchsia 838,27.21,18.85,8.36
430,Beauty,Serum LightPink 782,98.68,53.67,45.01
431,Beauty,Lipstick MediumTurquoise 523,100.53,74.25,26.28
432,Beauty,Conditioner Azure 765,119.56,87.04,32.52
433,Beauty,Serum LightCoral 902,94.68,60.67,34.01
434,Beauty,Serum Blue 359,35.75,21.91,13.84
435,Beauty,Conditioner Aquamarine 924,83.06,53.53,29.53
436,Beauty,Lipstick Azure 770,96.87,58.84,38.03
437,Beauty,Shampoo Tan 738,41.84,27.01,14.83
438,Beauty,Lipstick Gold 256,14.82,11.4,3.42
439,Beauty,Shampoo Thistle 947,103.26,53.4,49.86
440,Beauty,Sunscreen Sienna 243,109.17,80.26,28.91
441,Beauty,Sunscreen LemonChiffon 115,100.6,69.41,31.19
442,Beauty,Lipstick RosyBrown 771,6.32,4.96,1.36
443,Beauty,Shampoo DarkMagenta 246,33.75,17.9,15.85
444,Beauty,Serum Plum 903,26.35,16.75,9.6
445,Beauty,Serum Snow 647,28.98,17.99,10.99
446,Beauty,Serum YellowGreen 900,75.09,53.04,22.05
447,Beauty,Moisturizer OrangeRed 906,81.87,62.89,18.98
448,Beauty,Lipstick Tan 809,101.46,56.74,44.72
449,Beauty,Serum Linen 549,66.04,47.72,18.32
450,Beauty,Lipstick IndianRed 370,106.51,70.99,35.52
451,Beauty,Conditioner Khaki 604,31.93,17.3,14.63
452,Beauty,Sunscreen MediumSpringGreen 247,11.72,7.5,4.22
453,Beauty,Lipstick Gray 652,61.51,39.95,21.56
454,Beauty,Sunscreen DarkSlateGray 960,104.23,52.32,51.91
455,Beauty,Shampoo PaleGreen 781,58.82,39.34,19.48
456,Beauty,Shampoo MediumTurquoise 528,101.67,62.27,39.4
457,Beauty,Lipstick CadetBlue 751,13.67,9.45,4.22
458,Beauty,Lipstick DarkSeaGreen 798,8.28,5.65,2.63
459,Beauty,Lipstick Aquamarine 196,112.12,67.18,44.94
460,Beauty,Sunscreen Cornsilk 247,60.68,44.12,16.56
461,Beauty,Moisturizer LightCyan 229,29.54,18.45,11.09
462,Beauty,Shampoo Plum 449,15.86,11.07,4.79
463,Beauty,Conditioner DodgerBlue 315,94.53,62.98,31.55
464,Beauty,Shampoo Chartreuse 667,55.05,34.5,20.55
465,Beauty,Moisturizer DarkBlue 947,100.07,58.83,41.24
466,Beauty,Conditioner Olive 378,51.43,33.49,17.94
467,Beauty,Sunscreen Tan 604,44.65,25.05,19.6
468,Beauty,Moisturizer LightSkyBlue 406,43.05,25.62,17.43
469,Beauty,Serum LemonChiffon 903,72.44,50.02,22.42
470,Beauty,Moisturizer LightYellow 515,50.87,33.89,16.98
471,Beauty,Sunscreen Brown 211,71.02,44.0,27.02
472,Beauty,Moisturizer Salmon 586,10.34,7.72,2.62
473,Beauty,Sunscreen GhostWhite 612,93.09,48.22,44.87
474,Beauty,Sunscreen DimGray 741,75.35,51.62,23.73
475,Beauty,Lipstick LightGreen 797,85.09,57.77,27.32
476,Beauty,Moisturizer RosyBrown 568,29.44,20.61,8.83
477,Beauty,Lipstick AliceBlue 285,92.71,49.17,43.54
478,Beauty,Moisturizer LightGray 771,53.48,28.35,25.13
479,Beauty,Moisturizer Moccasin 905,47.42,35.41,12.01
480,Beauty,Shampoo MediumPurple 409,69.64,40.21,29.43
481,Beauty,Serum MediumBlue 541,53.51,31.87,21.64
482,Beauty,Sunscreen LemonChiffon 155,78.8,61.48,17.32
483,Beauty,Conditioner BlanchedAlmond 221,70.26,35.96,34.3
484,Beauty,Conditioner Magenta 557,71.16,55.19,15.97
485,Beauty,Moisturizer IndianRed 706,6.63,4.09,2.54
486,Beauty,Lipstick MintCream 522,117.79,75.7,42.09
487,Beauty,Sunscreen Gainsboro 317,16.73,11.6,5.13
488,Beauty,Serum AliceBlue 109,77.09,48.42,28.67
489,Beauty,Lipstick MediumSeaGreen 979,81.98,65.26,16.72
490,Beauty,Moisturizer Olive 583,30.1,16.15,13.95
491,Beauty,Moisturizer DarkBlue 561,36.68,24.6,12.08
492,Beauty,Lipstick Sienna 474,90.58,70.37,20.21
493,Beauty,Lipstick LightSeaGreen 847,87.06,65.87,21.19
494,Beauty,Moisturizer SteelBlue 610,38.71,25.83,12.88
495,Beauty,Conditioner Green 153,82.0,62.89,19.11
496,Beauty,Lipstick LightBlue 766,8.68,4.5,4.18
497,Beauty,Lipstick Tan 418,98.99,51.86,47.13
498,Beauty,Shampoo AntiqueWhite 981,88.89,48.87,40.02
499,Beauty,Conditioner DarkGoldenRod 688,75.03,44.63,30.4
500,Beauty,Lipstick LightGray 248,55.45,38.98,16.47
501,Beauty,Moisturizer DarkCyan 744,46.78,32.44,14.34
502,Beauty,Conditioner DarkTurquoise 563,59.85,43.9,15.95
503,Beauty,Shampoo PaleGoldenRod 399,95.23,63.81,31.42
504,Beauty,Shampoo BlueViolet 820,11.97,9.48,2.49
505,Beauty,Sunscreen OrangeRed 115,43.18,29.44,13.74
506,Beauty,Serum Beige 538,74.13,43.93,30.2
507,Beauty,Serum Lime 716,48.32,34.09,14.23
508,Beauty,Serum LimeGreen 101,97.86,57.25,40.61
509,Beauty,Shampoo Lavender 700,35.25,22.09,13.16
510,Beauty,Moisturizer DarkBlue 988,38.18,20.7,17.48
511,Beauty,Sunscreen Wheat 916,21.9,17.36,4.54
512,Beauty,Sunscreen DeepSkyBlue 455,83.73,64.82,18.91
513,Beauty,Sunscreen Orange 916,14.78,9.84,4.94
514,Sports,Cycling Helmet MediumOrchid 339,66.53,48.24,18.29
515,Sports,Tennis Racket Snow 576,185.21,130.26,54.95
516,Sports,Dumbbell DeepPink 109,278.39,188.17,90.22
517,Sports,Cycling Helmet LightSkyBlue 925,142.24,74.86,67.38
518,Sports,Tennis Racket DarkViolet 693,233.47,133.05,100.42
519,Sports,Water Bottle Brown 634,269.9,206.62,63.28
520,Sports,Tennis Racket Thistle 293,147.16,99.6,47.56
521,Sports,Dumbbell Pink 817,64.16,35.56,28.6
522,Sports,Tennis Racket Tan 512,113.95,76.27,37.68
523,Sports,Water Bottle DarkSlateGray 605,258.23,148.2,110.03
524,Sports,Tennis Racket Violet 574,260.98,159.59,101.39
525,Sports,Yoga Mat Tan 453,53.6,36.4,17.2
526,Sports,Tennis Racket Azure 134,159.68,80.83,78.85
527,Sports,Dumbbell Khaki 597,297.2,225.82,71.38
528,Sports,Water Bottle DarkBlue 897,173.62,100.44,73.18
529,Sports,Tennis Racket Black 885,132.38,103.78,28.6
530,Sports,Water Bottle BlueViolet 360,247.1,194.97,52.13
531,Sports,Yoga Mat DarkSlateBlue 487,106.94,85.38,21.56
532,Sports,Yoga Mat MistyRose 478,16.04,8.19,7.85
533,Sports,Cycling Helmet DarkKhaki 165,150.16,113.17,36.99
534,Sports,Water Bottle OldLace 823,194.83,151.31,43.52
535,Sports,Yoga Mat RoyalBlue 756,83.1,55.62,27.48
536,Sports,Yoga Mat BurlyWood 502,287.27,201.35,85.92
537,Sports,Dumbbell Azure 340,138.92,76.12,62.8
538,Sports,Dumbbell White 460,58.26,45.59,12.67
539,Sports,Yoga Mat LemonChiffon 957,271.6,209.5,62.1
540,Sports,Yoga Mat SlateGray 857,83.31,54.48,28.83
541,Sports,Cycling Helmet LightGray 873,24.28,13.19,11.09
542,Sports,Yoga Mat AliceBlue 405,282.3,198.48,83.82
543,Sports,Water Bottle SaddleBrown 207,180.71,131.44,49.27
544,Sports,Cycling Helmet CornflowerBlue 227,102.58,59.2,43.38
545,Sports,Tennis Racket SteelBlue 344,148.54,81.78,66.76
546,Sports,Dumbbell WhiteSmoke 579,274.98,211.09,63.89
547,Sports,Dumbbell DarkGoldenRod 952,241.26,131.99,109.27
548,Sports,Dumbbell Violet 482,30.71,21.05,9.66
549,Sports,Dumbbell Coral 494,235.27,185.25,50.02
550,Sports,Yoga Mat Sienna 447,191.48,121.72,69.76
551,Sports,Tennis Racket LightCoral 743,248.33,159.74,88.59
552,Sports,Tennis Racket Crimson 158,49.69,28.15,21.54
553,Sports,Dumbbell LightGray 248,216.41,144.13,72.28
554,Sports,Cycling Helmet LavenderBlush 521,262.25,152.08,110.17
555,Sports,Dumbbell GreenYellow 959,53.46,31.08,22.38
556,Sports,Tennis Racket Lavender 602,105.68,58.16,47.52
557,Sports,Yoga Mat Salmon 216,100.88,77.77,23.11
558,Sports,Dumbbell Snow 906,293.76,151.89,141.87
559,Sports,Dumbbell Olive 222,171.5,128.73,42.77
560,Sports,Tennis Racket Crimson 542,228.42,180.73,47.69
561,Sports,Tennis Racket Silver 199,299.44,232.82,66.62
562,Sports,Cycling Helmet LightSlateGray 158,92.51,71.13,21.38
563,Sports,Tennis Racket Brown 552,50.15,34.7,15.45
564,Sports,Water Bottle Gray 101,107.54,58.29,49.25
565,Sports,Water Bottle Crimson 141,91.63,55.71,35.92
566,Sports,Cycling Helmet DarkViolet 241,71.73,48.16,23.57
567,Sports,Dumbbell MediumPurple 279,160.32,91.24,69.08
568,Sports,Dumbbell LightCyan 723,183.39,137.3,46.09
569,Sports,Cycling Helmet LimeGreen 240,230.29,127.26,103.03
570,Sports,Water Bottle DarkSlateBlue 296,203.61,140.19,63.42
571,Sports,Water Bottle Aquamarine 808,97.95,49.27,48.68
572,Sports,Water Bottle SkyBlue 156,127.17,91.12,36.05
573,Sports,Water Bottle Chocolate 962,244.71,146.96,97.75
574,Sports,Cycling Helmet SlateBlue 881,34.38,21.41,12.97
575,Sports,Cycling Helmet LightGreen 354,46.92,32.83,14.09
576,Sports,Dumbbell DarkGreen 137,172.43,137.2,35.23
577,Sports,Dumbbell IndianRed 978,213.06,143.28,69.78
578,Sports,Yoga Mat SlateGray 628,112.0,87.32,24.68
579,Sports,Yoga Mat LightSteelBlue 936,43.27,30.91,12.36
580,Sports,Tennis Racket Tomato 690,235.5,179.08,56.42
581,Sports,Yoga Mat LightSlateGray 848,93.13,49.57,43.56
582,Sports,Cycling Helmet SandyBrown 923,138.36,70.24,68.12
583,Sports,Water Bottle SeaGreen 190,47.24,27.07,20.17
584,Sports,Dumbbell SeaGreen 419,188.77,103.89,84.88
585,Sports,Tennis Racket DarkOrchid 119,170.17,133.86,36.31
586,Sports,Yoga Mat Green 367,278.48,200.96,77.52
587,Sports,Yoga Mat Magenta 575,252.5,174.49,78.01
588,Sports,Water Bottle DarkBlue 459,77.6,49.14,28.46
589,Sports,Yoga Mat Sienna 226,217.39,111.64,105.75
590,Sports,Cycling Helmet Azure 386,152.13,98.92,53.21
591,Sports,Yoga Mat LightSteelBlue 240,43.63,27.12,16.51
592,Sports,Water Bottle Salmon 250,180.81,137.11,43.7
593,Sports,Water Bottle Crimson 945,142.92,88.47,54.45
594,Sports,Yoga Mat Tan 530,281.77,173.75,108.02
595,Sports,Water Bottle RoyalBlue 505,253.2,166.53,86.67
596,Sports,Yoga Mat LightGreen 346,234.86,141.28,93.58
597,Sports,Tennis Racket Orange 677,216.93,163.33,53.6
598,Sports,Tennis Racket HoneyDew 154,245.99,185.55,60.44
599,Sports,Tennis Racket HoneyDew 461,159.07,125.25,33.82
600,Sports,Dumbbell Crimson 111,262.19,183.25,78.94
601,Sports,Tennis Racket DarkGoldenRod 432,39.84,22.16,17.68
602,Sports,Cycling Helmet DarkTurquoise 330,66.63,46.69,19.94
603,Sports,Dumbbell Violet 564,130.85,81.01,49.84
604,Sports,Yoga Mat LightGray 141,244.31,186.97,57.34
605,Sports,Yoga Mat MistyRose 794,260.76,178.95,81.81
606,Sports,Water Bottle DarkSeaGreen 136,87.84,58.21,29.63
607,Sports,Water Bottle Teal 113,37.35,20.04,17.31
608,Sports,Cycling Helmet LightSeaGreen 215,77.1,39.46,37.64
609,Sports,Tennis Racket DarkOliveGreen 161,109.49,60.23,49.26
610,Sports,Water Bottle Moccasin 374,288.05,223.62,64.43
611,Sports,Yoga Mat Lavender 251,144.19,95.19,49.0
612,Sports,Cycling Helmet SpringGreen 400,44.18,23.83,20.35
613,Sports,Cycling Helmet SlateBlue 853,176.58,102.81,73.77
614,Sports,Yoga Mat OrangeRed 565,224.2,131.41,92.79
615,Sports,Water Bottle Bisque 495,210.89,119.47,91.42
616,Sports,Dumbbell DimGray 661,168.18,102.6,65.58
617,Sports,Tennis Racket AliceBlue 417,186.94,119.77,67.17
618,Sports,Yoga Mat SlateGray 624,78.74,44.6,34.14
619,Sports,Water Bottle RoyalBlue 112,119.89,81.01,38.88
620,Sports,Tennis Racket PaleGreen 431,55.39,43.52,11.87
621,Sports,Water Bottle LimeGreen 999,103.04,59.86,43.18
622,Sports,Dumbbell DarkTurquoise 262,94.29,68.99,25.3
623,Sports,Water Bottle PapayaWhip 550,27.51,20.95,6.56
624,Sports,Yoga Mat MediumTurquoise 462,158.96,119.27,39.69
625,Sports,Yoga Mat OldLace 793,160.11,127.57,32.54
626,Sports,Dumbbell Maroon 243,129.69,90.84,38.85
627,Sports,Dumbbell DarkOrchid 940,187.96,141.91,46.05
628,Sports,Water Bottle MediumPurple 877,35.76,27.07,8.69
629,Sports,Cycling Helmet AliceBlue 747,86.46,59.59,26.87
630,Sports,Dumbbell MediumOrchid 520,128.61,68.29,60.32
631,Sports,Water Bottle MediumSlateBlue 685,179.06,116.28,62.78
632,Sports,Dumbbell Orchid 993,130.03,95.59,34.44
633,Sports,Water Bottle DarkOrchid 563,185.34,113.77,71.57
634,Sports,Cycling Helmet Gray 461,92.11,55.8,36.31
635,Sports,Cycling Helmet Aquamarine 763,161.63,109.69,51.94
636,Sports,Tennis Racket LightSteelBlue 611,9.97,7.22,2.75
637,Sports,Cycling Helmet LightCoral 411,137.66,76.44,61.22
638,Sports,Dumbbell Navy 337,135.21,82.9,52.31
639,Sports,Yoga Mat Coral 963,247.92,148.51,99.41
640,Sports,Water Bottle OrangeRed 309,252.74,199.07,53.67
641,Sports,Cycling Helmet Orange 126,268.25,211.05,57.2
642,Sports,Yoga Mat Crimson 407,82.91,63.74,19.17
643,Sports,Water Bottle MistyRose 547,233.86,154.71,79.15
644,Sports,Water Bottle Pink 540,249.1,178.89,70.21
645,Sports,Cycling Helmet LightSalmon 792,143.56,73.53,70.03
646,Sports,Tennis Racket BurlyWood 169,140.29,70.58,69.71
647,Sports,Water Bottle LightSeaGreen 612,74.95,46.68,28.27
648,Sports,Cycling Helmet DarkKhaki 257,197.37,153.66,43.71
649,Sports,Dumbbell CadetBlue 550,289.63,187.11,102.52
650,Sports,Water Bottle LightSlateGray 808,270.55,182.95,87.6
651,Sports,Water Bottle DeepPink 471,225.97,119.24,106.73
652,Sports,Tennis Racket LightBlue 418,115.06,60.12,54.94
653,Sports,Water Bottle LightGreen 401,59.27,41.3,17.97
654,Sports,Tennis Racket PowderBlue 530,247.6,197.36,50.24
655,Sports,Dumbbell Teal 312,161.02,119.94,41.08
656,Sports,Water Bottle Maroon 161,268.8,167.64,101.16
657,Sports,Water Bottle Gold 746,184.11,111.56,72.55
658,Sports,Yoga Mat Navy 102,209.99,105.67,104.32
659,Sports,Tennis Racket Pink 411,215.51,143.5,72.01
660,Sports,Cycling Helmet Black 784,253.91,171.61,82.3
661,Sports,Yoga Mat PaleGoldenRod 666,65.42,42.48,22.94
662,Sports,Water Bottle GreenYellow 644,85.68,59.47,26.21
663,Sports,Water Bottle Cyan 520,299.16,201.14,98.02
664,Sports,Water Bottle BurlyWood 877,43.48,23.78,19.7
665,Sports,Water Bottle PaleVioletRed 274,39.14,20.75,18.39
666,Sports,Water Bottle RoyalBlue 540,151.2,96.81,54.39
667,Sports,Yoga Mat DarkSlateGray 692,197.83,139.54,58.29
668,Sports,Tennis Racket LightSlateGray 382,50.03,28.59,21.44
669,Sports,Dumbbell SlateBlue 979,17.6,12.12,5.48
670,Sports,Water Bottle BurlyWood 738,26.4,14.72,11.68
671,Sports,Cycling Helmet DarkSalmon 505,13.71,7.76,5.95
672,Sports,Water Bottle FloralWhite 155,231.1,118.6,112.5
673,Sports,Water Bottle SeaShell 263,77.58,43.98,33.6
674,Sports,Water Bottle PapayaWhip 987,257.58,153.12,104.46
675,Sports,Cycling Helmet MediumSpringGreen 607,96.67,65.81,30.86
676,Sports,Yoga Mat LightSkyBlue 835,78.93,48.69,30.24
677,Sports,Water Bottle Lime 996,72.65,43.06,29.59
678,Sports,Cycling Helmet LightCyan 189,14.55,11.06,3.49
679,Sports,Dumbbell LightGoldenRodYellow 107,57.62,35.36,22.26
680,Sports,Tennis Racket PaleGreen 443,123.64,75.28,48.36
681,Sports,Water Bottle LawnGreen 766,262.47,157.68,104.79
682,Sports,Yoga Mat LimeGreen 459,288.68,180.91,107.77
683,Sports,Water Bottle SkyBlue 390,79.52,44.32,35.2
684,Sports,Tennis Racket OrangeRed 780,77.26,39.44,37.82
685,Fashion,T-shirt DarkOrchid 822,73.55,40.21,33.34
686,Fashion,Jeans FireBrick 955,25.79,14.98,10.81
687,Fashion,Socks DodgerBlue 956,32.54,20.6,11.94
688,Fashion,Socks Crimson 461,162.55,89.04,73.51
689,Fashion,Jeans HoneyDew 694,146.71,89.94,56.77
690,Fashion,Jeans SteelBlue 309,65.07,41.83,23.24
691,Fashion,Jeans SpringGreen 823,172.81,121.41,51.4
692,Fashion,Sneakers Indigo 476,122.42,77.38,45.04
693,Fashion,Dress RoyalBlue 317,55.28,37.73,17.55
694,Fashion,Jeans MediumSeaGreen 625,175.5,94.21,81.29
695,Fashion,T-shirt RoyalBlue 890,112.18,65.19,46.99
696,Fashion,Socks Pink 681,81.88,57.09,24.79
697,Fashion,Jeans DarkSlateGray 188,67.67,41.75,25.92
698,Fashion,Hoodie GoldenRod 428,41.99,31.72,10.27
699,Fashion,Jeans LemonChiffon 675,135.25,72.05,63.2
700,Fashion,Sneakers DarkGoldenRod 297,162.59,118.29,44.3
701,Fashion,T-shirt ForestGreen 395,145.99,76.85,69.14
702,Fashion,Jeans MediumSpringGreen 464,164.83,102.14,62.69
703,Fashion,Jacket DarkGoldenRod 743,170.12,108.76,61.36
704,Fashion,Hoodie MediumAquaMarine 383,173.37,93.56,79.81
705,Fashion,Jeans LawnGreen 779,13.68,9.63,4.05
706,Fashion,Hoodie NavajoWhite 774,75.47,47.08,28.39
707,Fashion,Hoodie LightGoldenRodYellow 967,142.26,81.73,60.53
708,Fashion,Jacket Green 286,75.61,52.07,23.54
709,Fashion,Sneakers Beige 851,30.12,23.31,6.81
710,Fashion,Jeans PaleVioletRed 140,144.82,74.17,70.65
711,Fashion,Dress OliveDrab 410,39.11,21.88,17.23
712,Fashion,Jeans PaleVioletRed 418,81.1,41.5,39.6
713,Fashion,Hoodie Violet 959,130.56,72.32,58.24
714,Fashion,Jeans HoneyDew 360,117.47,83.99,33.48
715,Fashion,Jacket OldLace 100,136.67,91.92,44.75
716,Fashion,T-shirt LightPink 393,168.18,123.27,44.91
717,Fashion,T-shirt MediumSlateBlue 812,176.02,118.91,57.11
718,Fashion,T-shirt Chocolate 138,195.03,137.36,57.67
719,Fashion,Socks SpringGreen 453,69.16,50.7,18.46
720,Fashion,Hoodie LightSeaGreen 861,183.42,114.67,68.75
721,Fashion,Jacket MistyRose 326,199.64,136.67,62.97
722,Fashion,Sneakers DarkSalmon 534,109.25,66.06,43.19
723,Fashion,Jacket SteelBlue 856,186.6,132.02,54.58
724,Fashion,Hoodie Wheat 563,167.36,115.22,52.14
725,Fashion,Dress IndianRed 538,18.43,13.08,5.35
726,Fashion,Hoodie DarkGoldenRod 230,106.28,82.73,23.55
727,Fashion,Jacket LightPink 819,154.29,79.17,75.12
728,Fashion,Socks LightBlue 659,162.7,94.1,68.6
729,Fashion,Jeans OliveDrab 656,194.13,134.19,59.94
730,Fashion,Sneakers PaleGoldenRod 466,55.94,28.97,26.97
731,Fashion,Sneakers RosyBrown 418,87.03,48.77,38.26
732,Fashion,Jeans Plum 786,34.22,24.37,9.85
733,Fashion,Jacket Magenta 627,53.67,30.73,22.94
734,Fashion,Hoodie Beige 459,93.45,72.96,20.49
735,Fashion,Hoodie DarkSalmon 245,65.48,50.12,15.36
736,Fashion,Dress BlanchedAlmond 934,116.15,69.7,46.45
737,Fashion,T-shirt Peru 273,113.27,82.48,30.79
738,Fashion,Hoodie Sienna 572,135.97,92.41,43.56
739,Fashion,Socks SlateGray 217,155.1,116.22,38.88
740,Fashion,Hoodie AliceBlue 311,63.55,38.65,24.9
741,Fashion,T-shirt Cornsilk 301,19.58,11.44,8.14
742,Fashion,T-shirt OrangeRed 215,142.71,90.54,52.17
743,Fashion,Jeans Wheat 471,70.3,45.03,25.27
744,Fashion,Sneakers SeaGreen 111,40.27,21.0,19.27
745,Fashion,Jacket RosyBrown 185,198.49,143.93,54.56
746,Fashion,Hoodie LightBlue 677,145.69,115.69,30.0
747,Fashion,Sneakers DarkMagenta 544,28.89,18.68,10.21
748,Fashion,Jacket Ivory 108,44.44,29.46,14.98
749,Fashion,Sneakers DeepSkyBlue 742,184.55,127.96,56.59
750,Fashion,Dress DeepPink 357,187.57,130.51,57.06
751,Fashion,Hoodie Turquoise 128,55.23,29.91,25.32
752,Fashion,T-shirt DarkMagenta 403,156.69,117.81,38.88
753,Fashion,Sneakers Salmon 966,43.66,30.19,13.47
754,Fashion,Hoodie DarkBlue 950,40.34,29.67,10.67
755,Fashion,Sneakers BlueViolet 288,150.53,90.02,60.51
756,Fashion,Hoodie AliceBlue 477,166.46,99.22,67.24
757,Fashion,Jeans DarkSalmon 951,113.82,69.52,44.3
758,Fashion,Sneakers Lavender 680,53.96,27.65,26.31
759,Fashion,Socks Blue 822,128.62,95.94,32.68
760,Fashion,Jacket LimeGreen 606,181.8,142.44,39.36
761,Fashion,Jacket DarkSalmon 406,103.91,56.86,47.05
762,Fashion,Dress LightCoral 804,119.57,62.66,56.91
763,Fashion,Jeans Wheat 511,39.42,24.95,14.47
764,Fashion,T-shirt PowderBlue 590,195.98,148.0,47.98
765,Fashion,Jeans DarkOliveGreen 132,49.91,30.53,19.38
766,Fashion,Socks DarkGreen 623,125.26,93.95,31.31
767,Fashion,Jacket Cornsilk 156,35.49,18.51,16.98
768,Fashion,Dress Lime 164,144.47,110.84,33.63
769,Fashion,Jacket Violet 280,9.69,7.62,2.07
770,Fashion,Hoodie GoldenRod 553,39.58,23.3,16.28
771,Fashion,Socks Orange 300,116.17,70.22,45.95
772,Fashion,Jacket LightGoldenRodYellow 571,24.33,14.53,9.8
773,Fashion,Jacket Ivory 986,194.49,150.27,44.22
774,Fashion,Jeans AliceBlue 734,195.08,153.83,41.25
775,Fashion,T-shirt Aqua 792,163.74,84.82,78.92
776,Fashion,Sneakers WhiteSmoke 684,124.96,73.62,51.34
777,Fashion,Jacket LimeGreen 762,190.94,123.01,67.93
778,Fashion,Jeans Salmon 748,65.47,39.48,25.99
779,Fashion,T-shirt LightSeaGreen 857,170.84,96.82,74.02
780,Fashion,Jacket Maroon 692,140.74,76.57,64.17
781,Fashion,Sneakers LemonChiffon 468,114.54,89.68,24.86
782,Fashion,Dress Sienna 367,54.13,34.23,19.9
783,Fashion,T-shirt Violet 307,51.63,40.82,10.81
784,Fashion,Dress LavenderBlush 957,151.97,86.07,65.9
785,Fashion,Sneakers LightBlue 786,132.74,73.84,58.9
786,Fashion,Sneakers Black 569,144.15,81.89,62.26
787,Fashion,Jeans PaleVioletRed 853,111.92,79.35,32.57
788,Fashion,Dress Linen 971,182.58,122.34,60.24
789,Fashion,Jacket Chartreuse 237,138.46,102.47,35.99
790,Fashion,Socks Beige 958,104.6,68.22,36.38
791,Fashion,Socks GoldenRod 838,190.03,130.74,59.29
792,Fashion,Dress SpringGreen 501,27.6,20.67,6.93
793,Fashion,Dress PeachPuff 676,40.88,32.21,8.67
794,Fashion,Jacket Cyan 894,156.8,84.84,71.96
795,Fashion,Dress LightCyan 481,19.05,10.88,8.17
796,Fashion,T-shirt Khaki 318,10.91,7.4,3.51
797,Fashion,Jacket Peru 536,65.59,46.72,18.87
798,Fashion,T-shirt NavajoWhite 676,127.26,96.93,30.33
799,Fashion,T-shirt Khaki 272,184.16,140.19,43.97
800,Fashion,Sneakers Snow 881,151.12,91.04,60.08
801,Fashion,Hoodie BlanchedAlmond 225,138.66,103.67,34.99
802,Fashion,Jeans MediumSlateBlue 465,79.62,57.42,22.2
803,Fashion,Hoodie PeachPuff 461,101.89,75.9,25.99
804,Fashion,T-shirt MistyRose 717,76.3,45.64,30.66
805,Fashion,T-shirt Orchid 348,14.56,11.26,3.3
806,Fashion,Sneakers Gray 121,76.04,53.85,22.19
807,Fashion,Socks AntiqueWhite 910,197.84,125.03,72.81
808,Fashion,T-shirt LightSteelBlue 364,101.71,53.11,48.6
809,Fashion,Jeans Tan 994,36.85,28.72,8.13
810,Fashion,Hoodie CornflowerBlue 702,136.56,102.54,34.02
811,Fashion,Sneakers GreenYellow 927,111.38,78.73,32.65
812,Fashion,Sneakers Snow 450,190.16,95.87,94.29
813,Fashion,Jeans Green 132,101.54,65.51,36.03
814,Fashion,Socks Magenta 735,168.73,88.14,80.59
815,Fashion,Socks GoldenRod 963,131.78,89.61,42.17
816,Fashion,Jacket Lavender 559,193.77,137.17,56.6
817,Fashion,Jacket SeaGreen 629,52.01,40.95,11.06
818,Fashion,T-shirt Indigo 418,77.3,50.9,26.4
819,Fashion,Jeans LightGray 273,121.13,62.15,58.98
820,Fashion,Socks LightYellow 690,77.31,49.5,27.81
821,Fashion,Jacket DarkMagenta 106,82.47,49.99,32.48
822,Fashion,Sneakers Snow 121,119.2,71.54,47.66
823,Fashion,Jeans GhostWhite 146,96.21,76.58,19.63
824,Fashion,Hoodie Ivory 379,36.0,25.25,10.75
825,Fashion,Jacket SlateBlue 368,60.48,39.31,21.17
826,Fashion,Sneakers PapayaWhip 242,117.24,77.2,40.04
827,Fashion,Hoodie Chartreuse 889,14.55,9.72,4.83
828,Fashion,T-shirt DarkViolet 748,175.5,128.52,46.98
829,Fashion,Dress OrangeRed 388,129.85,79.06,50.79
830,Fashion,Socks CadetBlue 244,160.7,122.43,38.27
831,Fashion,Hoodie HotPink 449,21.83,17.22,4.61
832,Fashion,Hoodie Bisque 351,77.63,58.69,18.94
833,Fashion,Sneakers DarkTurquoise 442,175.59,125.5,50.09
834,Fashion,T-shirt PapayaWhip 901,143.21,100.47,42.74
835,Fashion,Jacket CadetBlue 928,104.72,80.45,24.27
836,Fashion,Jeans Chocolate 310,199.35,108.69,90.66
837,Fashion,T-shirt GhostWhite 514,178.64,125.3,53.34
838,Fashion,Jacket OrangeRed 272,84.05,61.5,22.55
839,Fashion,Dress RoyalBlue 415,20.73,12.24,8.49
840,Fashion,Sneakers Maroon 448,147.52,98.16,49.36
841,Fashion,T-shirt DarkOliveGreen 181,184.88,124.79,60.09
842,Fashion,Dress Cyan 579,42.32,28.53,13.79
843,Fashion,Sneakers FireBrick 838,194.35,137.42,56.93
