order_id,product_id,unit_price_usd,quantity,line_total_usd
5587,1060,36.98,1,36.98
5588,1110,53.71,1,53.71
5589,877,23.75,4,95.0
5590,440,109.17,2,218.34
5591,404,7.54,1,7.54
5592,289,19.15,1,19.15
5593,787,111.92,1,111.92
5593,776,124.96,2,249.92
5593,740,63.55,1,63.55
5593,754,40.34,1,40.34
5594,866,25.45,4,101.8
5595,414,111.97,1,111.97
5595,439,103.26,1,103.26
5596,792,27.6,1,27.6
5597,1143,18.25,1,18.25
5598,532,16.04,1,16.04
5599,668,50.03,1,50.03
5599,1043,8.79,1,8.79
5599,575,46.92,1,46.92
5600,707,142.26,1,142.26
5601,571,97.95,4,391.8
5601,782,54.13,1,54.13
5602,418,16.63,1,16.63
5602,673,77.58,1,77.58
5603,628,35.76,2,71.52
5603,874,15.18,1,15.18
5603,372,8.56,1,8.56
5603,950,39.71,4,158.84
5604,884,15.33,1,15.33
5604,885,12.55,1,12.55
5605,1133,26.85,1,26.85
5605,457,13.67,1,13.67
5606,452,11.72,1,11.72
5606,795,19.05,3,57.15
5607,792,27.6,1,27.6
5607,802,79.62,1,79.62
5608,365,17.88,1,17.88
5608,357,76.6,1,76.6
5609,332,207.01,1,207.01
5610,973,29.12,1,29.12
5610,574,34.38,1,34.38
5611,659,215.51,1,215.51
5611,377,5.5,1,5.5
5612,5,63.69,1,63.69
5612,38,30.13,1,30.13
5613,391,55.46,1,55.46
5613,350,101.8,1,101.8
5614,1121,71.02,1,71.02
5615,358,8.79,1,8.79
5616,87,174.27,1,174.27
5617,858,47.19,1,47.19
5617,1098,34.53,1,34.53
5618,957,21.48,1,21.48
5619,1151,9.27,1,9.27
5620,1152,72.52,3,217.56
5621,845,60.97,1,60.97
5621,1018,22.41,1,22.41
5622,456,101.67,1,101.67
5623,827,14.55,4,58.2
5623,1164,47.41,3,142.23
5623,912,28.57,1,28.57
5624,154,32.05,1,32.05
5625,758,53.96,1,53.96
5626,976,12.49,1,12.49
5626,62,126.9,1,126.9
5627,196,82.08,1,82.08
5628,788,182.58,1,182.58
5628,624,158.96,1,158.96
5628,460,60.68,4,242.72
5629,439,103.26,1,103.26
5629,84,71.35,1,71.35
5629,876,27.84,1,27.84
5630,1137,14.32,1,14.32
5631,951,20.66,1,20.66
5631,960,44.85,1,44.85
5631,905,9.95,1,9.95
5632,434,35.75,1,35.75
5632,1190,55.71,1,55.71
5632,1176,12.94,1,12.94
5632,1157,32.18,3,96.54
5633,1084,19.89,1,19.89
5634,743,70.3,1,70.3
5635,839,20.73,1,20.73
5635,925,40.19,1,40.19
5635,769,9.69,1,9.69
5635,698,41.99,3,125.97
5636,423,34.03,1,34.03
5636,293,115.2,1,115.2
5637,603,130.85,1,130.85
5638,277,51.2,3,153.6
5638,265,34.33,1,34.33
5639,797,65.59,1,65.59
5640,355,103.62,3,310.86
5640,327,42.09,1,42.09
5640,775,163.74,1,163.74
5641,593,142.92,1,142.92
5642,808,101.71,1,101.71
5643,270,217.42,1,217.42
5644,645,143.56,1,143.56
5645,741,19.58,1,19.58
5646,195,114.98,3,344.94
5646,333,148.83,1,148.83
5647,884,15.33,1,15.33
5648,516,278.39,1,278.39
5649,91,233.27,1,233.27
5650,858,47.19,1,47.19
5650,671,13.71,1,13.71
5650,1028,7.12,1,7.12
5651,1093,60.64,1,60.64
5652,1142,20.11,1,20.11
5652,757,113.82,1,113.82
5653,898,21.64,1,21.64
5654,741,19.58,1,19.58
5654,1013,25.61,1,25.61
5654,973,29.12,2,58.24
5655,858,47.19,1,47.19
5655,990,28.12,1,28.12
5656,486,117.79,1,117.79
5656,866,25.45,4,101.8
5657,101,67.97,1,67.97
5658,837,178.64,1,178.64
5659,95,77.91,1,77.91
5660,389,45.08,2,90.16
5660,1121,71.02,1,71.02
5660,1123,50.76,1,50.76
5661,443,33.75,1,33.75
5662,129,500.17,4,2000.68
5663,327,42.09,1,42.09
5663,940,49.86,2,99.72
5663,918,31.71,1,31.71
5664,683,79.52,1,79.52
5664,1072,75.93,1,75.93
5665,1028,7.12,1,7.12
5665,1138,22.74,3,68.22
5666,533,150.16,1,150.16
5667,396,45.09,3,135.27
5668,669,17.6,2,35.2
5669,1099,21.09,1,21.09
5669,385,7.9,1,7.9
5670,889,7.16,4,28.64
5671,1088,65.56,1,65.56
5672,873,28.53,1,28.53
5672,982,15.86,1,15.86
5672,764,195.98,1,195.98
5672,910,5.25,1,5.25
5673,253,123.94,1,123.94
5673,1169,48.19,1,48.19
5673,282,30.71,1,30.71
5673,1171,59.05,1,59.05
5674,890,10.6,1,10.6
5674,262,12.73,1,12.73
5674,358,8.79,1,8.79
5674,187,127.56,1,127.56
5675,1158,75.95,1,75.95
5675,1092,44.18,1,44.18
5676,343,109.91,1,109.91
5676,265,34.33,1,34.33
5677,1059,28.23,1,28.23
5678,1089,77.26,1,77.26
5679,973,29.12,1,29.12
5680,753,43.66,1,43.66
5680,758,53.96,1,53.96
5681,623,27.51,1,27.51
5682,428,23.92,1,23.92
5682,1041,21.08,1,21.08
5682,668,50.03,2,100.06
5683,1156,45.09,1,45.09
5684,704,173.37,1,173.37
5684,250,55.18,2,110.36
5684,606,87.84,2,175.68
5685,662,85.68,1,85.68
5686,239,28.96,1,28.96
5687,948,27.68,1,27.68
5688,403,30.58,1,30.58
5688,983,36.4,1,36.4
5688,427,119.34,3,358.02
5688,529,132.38,1,132.38
5689,675,96.67,4,386.68
5690,612,44.18,1,44.18
5691,677,72.65,1,72.65
5691,203,64.68,1,64.68
5692,451,31.93,3,95.79
5692,314,118.73,1,118.73
5692,911,3.5,1,3.5
5693,905,9.95,1,9.95
5693,898,21.64,1,21.64
5694,935,43.79,1,43.79
5695,416,9.39,1,9.39
5695,485,6.63,1,6.63
5696,515,185.21,3,555.63
5697,608,77.1,1,77.1
5698,431,100.53,1,100.53
5698,603,130.85,1,130.85
5698,449,66.04,1,66.04
5699,1083,41.7,1,41.7
5699,1050,28.12,3,84.36
5699,869,9.2,4,36.8
5699,288,19.86,1,19.86
5700,713,130.56,1,130.56
5701,1007,16.16,1,16.16
5702,552,49.69,1,49.69
5702,859,29.51,1,29.51
5703,248,70.97,3,212.91
5704,912,28.57,1,28.57
5704,60,79.45,1,79.45
5705,1179,74.03,1,74.03
5706,1030,17.37,1,17.37
5706,1086,52.42,4,209.68
5707,783,51.63,1,51.63
5708,187,127.56,1,127.56
5709,941,25.48,1,25.48
5709,954,46.47,1,46.47
5710,1196,21.83,3,65.49
5710,1028,7.12,1,7.12
5711,1153,31.38,1,31.38
5712,550,191.48,1,191.48
5712,926,6.01,1,6.01
5713,470,50.87,4,203.48
5714,1110,53.71,1,53.71
5714,948,27.68,1,27.68
5714,408,85.51,2,171.02
5715,1051,11.03,2,22.06
5716,883,32.47,1,32.47
5717,900,4.78,1,4.78
5718,456,101.67,1,101.67
5719,919,34.18,2,68.36
5719,748,44.44,1,44.44
5719,941,25.48,1,25.48
5720,594,281.77,1,281.77
5720,474,75.35,1,75.35
5720,523,258.23,1,258.23
5721,678,14.55,1,14.55
5722,1102,54.94,1,54.94
5722,1037,31.31,1,31.31
5722,1076,38.86,1,38.86
5723,1173,10.64,1,10.64
5723,1076,38.86,1,38.86
5723,1042,58.44,1,58.44
5724,591,43.63,1,43.63
5724,574,34.38,1,34.38
5725,609,109.49,1,109.49
5726,1047,15.99,1,15.99
5726,1156,45.09,1,45.09
5726,1097,14.02,1,14.02
5726,1091,64.73,1,64.73
5727,949,9.03,1,9.03
5727,1072,75.93,4,303.72
5728,234,102.76,1,102.76
5729,388,91.76,4,367.04
5729,824,36.0,1,36.0
5730,958,8.07,1,8.07
5730,250,55.18,1,55.18
5731,1099,21.09,1,21.09
5732,522,113.95,1,113.95
5732,1099,21.09,1,21.09
5733,507,48.32,3,144.96
5734,287,45.87,1,45.87
5735,556,105.68,1,105.68
5735,637,137.66,4,550.64
5736,143,384.06,1,384.06
5737,370,87.31,1,87.31
5738,742,142.71,2,285.42
5738,920,45.7,1,45.7
5738,1005,6.43,1,6.43
5739,926,6.01,1,6.01
5740,590,152.13,1,152.13
5741,1197,48.51,1,48.51
5741,1008,38.54,1,38.54
5741,1155,41.24,1,41.24
5741,1039,8.39,1,8.39
5742,1194,16.94,1,16.94
5743,736,116.15,1,116.15
5744,1112,35.6,1,35.6
5745,897,7.24,1,7.24
5745,121,30.61,1,30.61
5746,696,81.88,1,81.88
5746,976,12.49,1,12.49
5746,1080,70.77,4,283.08
5747,900,4.78,1,4.78
5747,1197,48.51,1,48.51
5748,223,123.63,1,123.63
5748,255,38.61,1,38.61
5749,867,33.63,1,33.63
5750,176,31.77,1,31.77
5751,373,93.9,1,93.9
5752,422,88.85,3,266.55
5752,549,235.27,2,470.54
5753,913,49.17,1,49.17
5754,958,8.07,1,8.07
5754,20,69.19,1,69.19
5755,904,23.14,1,23.14
5756,679,57.62,1,57.62
5756,541,24.28,1,24.28
5756,1095,77.2,1,77.2
5757,120,580.43,1,580.43
5757,365,17.88,1,17.88
5757,192,196.45,1,196.45
5758,262,12.73,3,38.19
5758,908,6.4,1,6.4
5759,884,15.33,1,15.33
5760,533,150.16,1,150.16
5761,1038,74.14,2,148.28
5762,405,5.63,3,16.89
5762,1170,18.5,1,18.5
5763,526,159.68,1,159.68
5763,22,398.86,1,398.86
5764,1059,28.23,1,28.23
5765,901,23.23,4,92.92
5766,485,6.63,1,6.63
5766,1144,7.22,1,7.22
5767,697,67.67,1,67.67
5768,1066,34.84,1,34.84
5769,844,185.02,1,185.02
5770,345,79.06,1,79.06
5770,185,219.49,1,219.49
5771,1097,14.02,1,14.02
5772,451,31.93,1,31.93
5773,269,145.96,1,145.96
5774,208,56.54,1,56.54
5775,766,125.26,1,125.26
5775,1144,7.22,2,14.44
5775,867,33.63,1,33.63
5775,1027,59.77,1,59.77
5775,1073,60.51,1,60.51
5776,413,76.48,1,76.48
5776,880,34.02,4,136.08
5777,861,7.39,1,7.39
5778,1065,22.01,1,22.01
5779,1024,8.53,1,8.53
5780,906,27.91,1,27.91
5780,958,8.07,2,16.14
5781,121,30.61,1,30.61
5781,490,30.1,1,30.1
5782,163,321.25,1,321.25
5783,666,151.2,1,151.2
5784,366,15.06,1,15.06
5785,1129,47.06,1,47.06
5786,510,38.18,1,38.18
5787,438,14.82,1,14.82
5787,909,15.64,1,15.64
5787,582,138.36,3,415.08
5788,91,233.27,1,233.27
5788,1061,30.82,1,30.82
5788,923,38.07,1,38.07
5789,669,17.6,1,17.6
5789,581,93.13,1,93.13
5790,683,79.52,1,79.52
5791,395,117.1,1,117.1
5792,358,8.79,1,8.79
5792,384,107.56,1,107.56
5792,802,79.62,1,79.62
5793,499,75.03,1,75.03
5793,391,55.46,1,55.46
5794,1084,19.89,4,79.56
5794,580,235.5,1,235.5
5794,482,78.8,1,78.8
5795,193,146.65,1,146.65
5796,943,27.47,1,27.47
5796,225,161.6,1,161.6
5796,1037,31.31,1,31.31
5797,379,44.93,1,44.93
5798,946,11.39,1,11.39
5798,961,27.05,1,27.05
5799,846,39.6,1,39.6
5800,1171,59.05,1,59.05
5800,579,43.27,3,129.81
5800,352,74.14,1,74.14
5801,1126,57.76,2,115.52
5801,512,83.73,1,83.73
5801,896,7.58,4,30.32
5802,1043,8.79,1,8.79
5803,568,183.39,2,366.78
5803,591,43.63,1,43.63
5803,671,13.71,2,27.42
5804,800,151.12,4,604.48
5804,398,115.67,3,347.01
5804,179,109.33,1,109.33
5805,940,49.86,4,199.44
5806,1025,28.17,1,28.17
5806,1001,28.65,2,57.3
5807,1139,77.14,1,77.14
5808,1001,28.65,2,57.3
5808,988,37.65,1,37.65
5809,231,10.91,1,10.91
5810,711,39.11,1,39.11
5810,609,109.49,1,109.49
5811,1067,18.39,1,18.39
5812,1042,58.44,1,58.44
5813,27,75.93,1,75.93
5814,1168,74.12,1,74.12
5814,919,34.18,1,34.18
5814,1118,64.11,1,64.11
5815,581,93.13,1,93.13
5816,899,14.03,1,14.03
5816,221,59.78,1,59.78
5816,257,52.66,1,52.66
5817,1007,16.16,1,16.16
5818,1097,14.02,1,14.02
5819,848,62.27,1,62.27
5819,994,22.96,1,22.96
5820,280,82.39,1,82.39
5820,1138,22.74,1,22.74
5821,313,137.37,1,137.37
5821,608,77.1,3,231.3
5822,991,12.72,1,12.72
5822,896,7.58,1,7.58
5822,1187,27.53,3,82.59
5822,902,49.57,2,99.14
5823,793,40.88,1,40.88
5824,147,207.65,1,207.65
5825,197,72.61,1,72.61
5826,957,21.48,1,21.48
5826,955,30.27,3,90.81
5826,293,115.2,1,115.2
5827,368,28.57,1,28.57
5827,972,7.07,1,7.07
5828,619,119.89,1,119.89
5829,1074,55.29,1,55.29
5829,1023,8.5,1,8.5
5829,355,103.62,1,103.62
5830,754,40.34,1,40.34
5830,842,42.32,1,42.32
5830,1037,31.31,1,31.31
5831,730,55.94,1,55.94
5831,755,150.53,1,150.53
5832,494,38.71,1,38.71
5832,485,6.63,1,6.63
5832,466,51.43,2,102.86
5833,889,7.16,1,7.16
5833,287,45.87,1,45.87
5834,837,178.64,1,178.64
5834,944,18.98,1,18.98
5834,257,52.66,1,52.66
5835,795,19.05,3,57.15
5836,783,51.63,1,51.63
5837,1103,26.38,1,26.38
5837,860,31.86,1,31.86
5838,364,113.6,1,113.6
5839,543,180.71,1,180.71
5840,226,107.15,1,107.15
5840,459,112.12,1,112.12
5841,173,28.04,1,28.04
5842,896,7.58,1,7.58
5842,1026,16.32,1,16.32
5843,556,105.68,1,105.68
5843,617,186.94,1,186.94
5843,564,107.54,4,430.16
5844,924,30.84,1,30.84
5844,1005,6.43,1,6.43
5844,1069,29.57,1,29.57
5845,1020,37.51,1,37.51
5846,704,173.37,1,173.37
5846,847,49.92,1,49.92
5847,393,63.39,1,63.39
5848,1140,53.49,1,53.49
5849,908,6.4,1,6.4
5849,374,66.86,1,66.86
5850,840,147.52,1,147.52
5850,404,7.54,1,7.54
5851,1050,28.12,2,56.24
5851,939,24.28,4,97.12
5852,1049,18.19,1,18.19
5852,1179,74.03,1,74.03
5853,1063,12.51,2,25.02
5854,300,29.19,2,58.38
5854,201,165.92,1,165.92
5855,956,43.43,1,43.43
5856,1017,4.69,1,4.69
5856,251,131.76,1,131.76
5856,217,122.23,1,122.23
5857,226,107.15,3,321.45
5858,953,19.56,1,19.56
5858,430,98.68,1,98.68
5859,262,12.73,4,50.92
5860,930,19.35,1,19.35
5861,212,231.26,1,231.26
5861,863,22.89,1,22.89
5862,1155,41.24,3,123.72
5863,858,47.19,1,47.19
5864,1140,53.49,1,53.49
5865,392,19.5,3,58.5
5865,429,27.21,1,27.21
5865,396,45.09,1,45.09
5865,923,38.07,1,38.07
5866,929,15.33,1,15.33
5866,671,13.71,1,13.71
5867,359,44.66,1,44.66
5867,465,100.07,1,100.07
5868,1076,38.86,1,38.86
5869,1077,54.93,1,54.93
5869,1118,64.11,1,64.11
5870,1137,14.32,1,14.32
5871,856,40.42,1,40.42
5871,529,132.38,1,132.38
5872,231,10.91,1,10.91
5873,530,247.1,1,247.1
5873,495,82.0,3,246.0
5874,1077,54.93,1,54.93
5875,631,179.06,1,179.06
5876,1011,48.47,1,48.47
5877,209,223.44,1,223.44
5878,1030,17.37,1,17.37
5879,1019,42.35,1,42.35
5879,591,43.63,1,43.63
5880,103,54.63,1,54.63
5881,963,16.82,1,16.82
5882,281,85.49,1,85.49
5882,1079,42.51,1,42.51
5882,274,195.53,1,195.53
5883,758,53.96,1,53.96
5884,875,45.43,1,45.43
5884,373,93.9,1,93.9
5884,943,27.47,1,27.47
5884,678,14.55,1,14.55
5884,1179,74.03,3,222.09
5885,878,45.88,3,137.64
5886,677,72.65,2,145.3
5887,290,153.88,1,153.88
5887,967,36.42,1,36.42
5888,336,48.21,1,48.21
5888,419,87.49,1,87.49
5888,503,95.23,1,95.23
5889,1176,12.94,1,12.94
5889,1074,55.29,1,55.29
5890,1192,60.03,1,60.03
5890,1102,54.94,1,54.94
5890,1186,11.74,1,11.74
5891,925,40.19,1,40.19
5891,582,138.36,1,138.36
5892,203,64.68,1,64.68
5893,339,165.42,1,165.42
5893,891,12.97,3,38.91
5893,1164,47.41,1,47.41
5893,1075,55.31,1,55.31
5894,53,140.38,1,140.38
5895,417,94.91,1,94.91
5896,1033,23.31,1,23.31
5897,671,13.71,1,13.71
5897,583,47.24,1,47.24
5897,682,288.68,1,288.68
5897,973,29.12,1,29.12
5897,531,106.94,1,106.94
5898,892,43.01,1,43.01
5899,503,95.23,1,95.23
5900,989,36.86,3,110.58
5900,816,193.77,1,193.77
5900,856,40.42,1,40.42
5901,1144,7.22,1,7.22
5901,937,10.23,1,10.23
5902,438,14.82,1,14.82
5902,966,29.53,1,29.53
5902,499,75.03,1,75.03
5903,354,58.99,1,58.99
5904,1051,11.03,1,11.03
5904,379,44.93,1,44.93
5905,719,69.16,1,69.16
5905,377,5.5,1,5.5
5905,1185,51.87,1,51.87
5905,104,179.28,1,179.28
5906,928,40.47,1,40.47
5907,958,8.07,1,8.07
5907,1059,28.23,1,28.23
5907,1169,48.19,1,48.19
5908,635,161.63,1,161.63
5908,583,47.24,1,47.24
5908,555,53.46,1,53.46
5909,84,71.35,1,71.35
5909,903,8.66,1,8.66
5910,1156,45.09,1,45.09
5911,1144,7.22,1,7.22
5911,767,35.49,1,35.49
5912,1099,21.09,1,21.09
5913,611,144.19,1,144.19
5914,154,32.05,1,32.05
5915,562,92.51,1,92.51
5915,369,7.41,4,29.64
5916,1058,72.91,2,145.82
5917,194,240.98,1,240.98
5917,1069,29.57,1,29.57
5917,1191,46.41,2,92.82
5918,257,52.66,1,52.66
5919,960,44.85,1,44.85
5919,744,40.27,3,120.81
5920,496,8.68,1,8.68
5921,1023,8.5,1,8.5
5922,23,192.22,1,192.22
5923,827,14.55,1,14.55
5923,846,39.6,1,39.6
5924,1123,50.76,1,50.76
5925,757,113.82,1,113.82
5925,1116,43.16,1,43.16
5926,1041,21.08,1,21.08
5927,945,12.44,1,12.44
5927,997,36.81,1,36.81
5927,14,76.66,1,76.66
5928,1100,67.95,1,67.95
5929,1160,16.24,1,16.24
5930,992,39.86,1,39.86
5930,1109,67.75,1,67.75
5930,824,36.0,1,36.0
5931,642,82.91,1,82.91
5932,741,19.58,1,19.58
5933,695,112.18,1,112.18
5933,831,21.83,1,21.83
5934,770,39.58,1,39.58
5934,62,126.9,1,126.9
5935,469,72.44,1,72.44
5935,882,13.72,1,13.72
5936,1192,60.03,1,60.03
5936,381,31.63,3,94.89
5937,1109,67.75,2,135.5
5937,531,106.94,1,106.94
5938,104,179.28,1,179.28
5939,504,11.97,2,23.94
5939,379,44.93,1,44.93
5939,497,98.99,1,98.99
5940,981,22.22,1,22.22
5940,922,17.83,1,17.83
5940,897,7.24,1,7.24
5940,995,4.96,1,4.96
5941,675,96.67,1,96.67
5941,772,24.33,1,24.33
5942,1187,27.53,1,27.53
5943,383,77.21,1,77.21
5943,924,30.84,1,30.84
5944,886,17.03,1,17.03
5945,790,104.6,1,104.6
5946,1051,11.03,1,11.03
5947,367,59.87,1,59.87
5947,360,9.79,1,9.79
5948,638,135.21,1,135.21
5949,1186,11.74,1,11.74
5949,1147,59.24,1,59.24
5949,1185,51.87,1,51.87
5949,1100,67.95,4,271.8
5949,1195,6.51,1,6.51
5950,377,5.5,1,5.5
5950,678,14.55,1,14.55
5951,392,19.5,1,19.5
5952,1042,58.44,1,58.44
5952,1189,66.05,4,264.2
5952,309,152.05,2,304.1
5953,765,49.91,1,49.91
5954,319,81.13,1,81.13
5955,562,92.51,1,92.51
5956,509,35.25,1,35.25
5956,231,10.91,1,10.91
5957,110,341.17,1,341.17
5958,127,465.66,1,465.66
5958,893,11.57,1,11.57
5958,730,55.94,1,55.94
5959,1059,28.23,3,84.69
5960,577,213.06,1,213.06
5961,1082,59.94,1,59.94
5962,1106,28.61,1,28.61
5963,374,66.86,1,66.86
5963,568,183.39,1,183.39
5964,242,247.08,1,247.08
5965,392,19.5,2,39.0
5965,1060,36.98,1,36.98
5965,460,60.68,1,60.68
5965,353,110.99,1,110.99
5966,418,16.63,1,16.63
5967,602,66.63,2,133.26
5967,328,48.07,1,48.07
5968,905,9.95,1,9.95
5968,1007,16.16,1,16.16
5969,446,75.09,1,75.09
5970,1151,9.27,1,9.27
5970,1171,59.05,1,59.05
5971,803,101.89,1,101.89
5971,1032,71.9,1,71.9
5972,531,106.94,1,106.94
5973,473,93.09,2,186.18
5974,962,37.8,1,37.8
5975,557,100.88,1,100.88
5975,891,12.97,4,51.88
5976,498,88.89,1,88.89
5977,477,92.71,1,92.71
5977,511,21.9,1,21.9
5978,1123,50.76,1,50.76
5979,861,7.39,1,7.39
5979,918,31.71,1,31.71
5979,929,15.33,1,15.33
5979,939,24.28,1,24.28
5980,1195,6.51,1,6.51
5981,740,63.55,1,63.55
5982,275,44.2,1,44.2
5983,235,128.43,1,128.43
5984,1153,31.38,1,31.38
5984,606,87.84,1,87.84
5985,961,27.05,1,27.05
5986,953,19.56,1,19.56
5987,246,195.73,1,195.73
5988,190,36.13,1,36.13
5988,51,143.95,1,143.95
5989,961,27.05,1,27.05
5989,987,26.37,1,26.37
5990,1195,6.51,1,6.51
5991,1164,47.41,4,189.64
5991,820,77.31,1,77.31
5992,346,113.43,4,453.72
5992,1142,20.11,1,20.11
5993,897,7.24,1,7.24
5994,961,27.05,1,27.05
5994,928,40.47,1,40.47
5995,196,82.08,1,82.08
5995,96,184.15,1,184.15
5996,1177,8.82,2,17.64
5997,626,129.69,1,129.69
5997,624,158.96,4,635.84
5998,466,51.43,1,51.43
5998,403,30.58,3,91.74
5998,1144,7.22,1,7.22
5999,177,67.39,1,67.39
5999,986,8.85,1,8.85
5999,1107,78.56,1,78.56
5999,852,111.09,1,111.09
6000,771,116.17,1,116.17
6000,273,31.72,1,31.72
6000,727,154.29,3,462.87
6001,74,110.69,1,110.69
6001,73,376.88,1,376.88
6001,77,171.64,1,171.64
6002,990,28.12,1,28.12
6003,1004,46.4,1,46.4
6004,966,29.53,1,29.53
6004,690,65.07,1,65.07
6005,757,113.82,1,113.82
6005,838,84.05,1,84.05
6005,795,19.05,1,19.05
6006,252,166.8,1,166.8
6006,1163,73.63,1,73.63
6007,1049,18.19,1,18.19
6007,1061,30.82,1,30.82
6007,407,102.29,1,102.29
6007,1137,14.32,1,14.32
6007,1170,18.5,1,18.5
6008,825,60.48,1,60.48
6009,1127,22.16,4,88.64
6010,1144,7.22,3,21.66
6010,1065,22.01,1,22.01
6011,1025,28.17,1,28.17
6011,233,35.74,1,35.74
6011,1154,41.97,1,41.97
6012,101,67.97,1,67.97
6012,899,14.03,1,14.03
6013,313,137.37,1,137.37
6014,533,150.16,3,450.48
6015,1087,7.91,1,7.91
6016,488,77.09,1,77.09
6017,1174,35.03,2,70.06
6017,1189,66.05,1,66.05
6018,847,49.92,4,199.68
6018,686,25.79,1,25.79
6019,910,5.25,1,5.25
6019,480,69.64,1,69.64
6020,40,114.67,1,114.67
6020,24,42.86,1,42.86
6020,377,5.5,1,5.5
6021,1056,67.11,1,67.11
6021,308,44.46,1,44.46
6022,626,129.69,1,129.69
6023,1112,35.6,1,35.6
6024,592,180.81,1,180.81
6025,313,137.37,2,274.74
6025,288,19.86,1,19.86
6026,178,222.94,1,222.94
6026,1117,48.76,1,48.76
6027,917,14.24,1,14.24
6027,713,130.56,1,130.56
6027,261,153.86,1,153.86
6027,879,12.97,1,12.97
6028,1041,21.08,4,84.32
6028,1024,8.53,1,8.53
6029,917,14.24,2,28.48
6030,173,28.04,1,28.04
6031,862,39.06,1,39.06
6032,1083,41.7,1,41.7
6032,1048,61.13,1,61.13
6033,451,31.93,3,95.79
6033,503,95.23,1,95.23
6034,946,11.39,1,11.39
6035,424,13.65,2,27.3
6036,562,92.51,1,92.51
6036,839,20.73,1,20.73
6037,1025,28.17,1,28.17
6037,908,6.4,1,6.4
6038,1196,21.83,1,21.83
6039,885,12.55,1,12.55
6039,395,117.1,1,117.1
6040,1164,47.41,1,47.41
6040,529,132.38,1,132.38
6041,886,17.03,1,17.03
6041,471,71.02,1,71.02
6042,668,50.03,1,50.03
6042,1160,16.24,1,16.24
6043,1159,17.91,1,17.91
6043,769,9.69,4,38.76
6044,69,177.84,1,177.84
6044,722,109.25,3,327.75
6044,1167,75.92,1,75.92
6045,759,128.62,1,128.62
6046,1155,41.24,1,41.24
6046,1093,60.64,1,60.64
6047,590,152.13,1,152.13
6047,255,38.61,1,38.61
6048,665,39.14,4,156.56
6048,366,15.06,1,15.06
6049,454,104.23,1,104.23
6049,405,5.63,3,16.89
6050,1089,77.26,1,77.26
6051,601,39.84,1,39.84
6052,978,30.44,1,30.44
6053,1002,37.23,1,37.23
6054,279,190.85,3,572.55
6055,795,19.05,1,19.05
6055,438,14.82,1,14.82
6055,782,54.13,1,54.13
6056,999,49.06,1,49.06
6056,1008,38.54,2,77.08
6057,1044,61.61,1,61.61
6057,468,43.05,1,43.05
6057,667,197.83,1,197.83
6058,949,9.03,1,9.03
6058,1170,18.5,1,18.5
6059,735,65.48,1,65.48
6060,1129,47.06,1,47.06
6060,1187,27.53,1,27.53
6060,1160,16.24,1,16.24
6060,159,242.17,1,242.17
6061,894,4.15,1,4.15
6061,1009,39.09,1,39.09
6062,358,8.79,3,26.37
6062,978,30.44,1,30.44
6063,1070,20.02,1,20.02
6063,1084,19.89,1,19.89
6064,547,241.26,1,241.26
6064,498,88.89,1,88.89
6064,1120,43.04,1,43.04
6064,914,21.77,1,21.77
6064,504,11.97,1,11.97
6065,327,42.09,1,42.09
6066,864,10.21,4,40.84
6066,1000,20.86,1,20.86
6066,928,40.47,1,40.47
6066,884,15.33,1,15.33
6067,1006,44.8,1,44.8
6067,373,93.9,1,93.9
6068,570,203.61,1,203.61
6069,920,45.7,1,45.7
6069,925,40.19,1,40.19
6070,953,19.56,1,19.56
6071,359,44.66,1,44.66
6071,504,11.97,1,11.97
6071,426,39.9,1,39.9
6072,358,8.79,4,35.16
6073,507,48.32,1,48.32
6073,208,56.54,1,56.54
6073,1046,49.13,1,49.13
6074,985,44.27,1,44.27
6074,712,81.1,1,81.1
6075,963,16.82,1,16.82
6075,1076,38.86,1,38.86
6075,185,219.49,3,658.47
6076,1131,52.58,1,52.58
6076,918,31.71,1,31.71
6077,478,53.48,1,53.48
6078,687,32.54,1,32.54
6078,687,32.54,1,32.54
6079,1103,26.38,1,26.38
6080,885,12.55,1,12.55
6081,1013,25.61,1,25.61
6082,1031,35.1,4,140.4
6083,687,32.54,1,32.54
6083,1050,28.12,1,28.12
6083,293,115.2,1,115.2
6084,946,11.39,1,11.39
6085,881,45.94,1,45.94
6086,693,55.28,1,55.28
6087,101,67.97,1,67.97
6088,115,123.05,4,492.2
6088,346,113.43,1,113.43
6089,315,70.49,1,70.49
6090,663,299.16,1,299.16
6091,730,55.94,1,55.94
6092,10,85.54,1,85.54
6093,583,47.24,1,47.24
6094,683,79.52,1,79.52
6095,889,7.16,1,7.16
6095,512,83.73,1,83.73
6095,360,9.79,1,9.79
6095,1092,44.18,1,44.18
6096,687,32.54,1,32.54
6096,362,92.6,1,92.6
6097,369,7.41,1,7.41
6098,1049,18.19,1,18.19
6099,584,188.77,1,188.77
6100,234,102.76,1,102.76
6100,37,122.51,1,122.51
6100,889,7.16,4,28.64
6101,382,61.38,1,61.38
6101,333,148.83,1,148.83
6102,1121,71.02,1,71.02
6103,1051,11.03,3,33.09
6103,1197,48.51,2,97.02
6104,327,42.09,3,126.27
6104,690,65.07,1,65.07
6105,799,184.16,1,184.16
6106,231,10.91,1,10.91
6106,992,39.86,1,39.86
6107,1187,27.53,1,27.53
6108,472,10.34,1,10.34
6109,865,13.81,1,13.81
6110,208,56.54,1,56.54
