order_id,customer_id,order_time,payment_method,discount_pct,subtotal_usd,total_usd,country,device,source
6909,171,2025-07-21T10:24:15,card,0,10.21,10.21,IN,mobile,email
6910,11259,2020-03-17T18:57:32,card,20,51.5,41.2,FR,desktop,organic
6911,19891,2025-04-17T12:32:46,card,20,119.24,95.39,BR,mobile,paid
6912,5304,2020-05-11T20:41:28,paypal,0,174.28,174.28,JP,mobile,referral
6913,4291,2024-08-15T23:38:03,card,0,36.15,36.15,US,mobile,direct
6914,264,2024-11-13T16:39:00,card,20,44.18,35.34,US,desktop,organic
6915,16663,2025-07-03T17:37:04,wallet,15,96.44,81.97,SE,desktop,organic
6916,1406,2024-10-12T08:33:13,card,0,953.77,953.77,PL,mobile,direct
6917,17957,2023-02-10T20:55:04,card,0,24.77,24.77,US,mobile,direct
6918,2804,2021-07-10T09:32:44,card,5,274.98,261.23,DE,desktop,social
6919,12235,2020-07-30T07:18:24,card,15,51.75,43.99,SG,mobile,direct
6920,13794,2022-03-04T01:46:20,card,15,375.89,319.51,JP,mobile,email
6921,17881,2020-03-26T15:04:58,wallet,0,55.29,55.29,ZA,mobile,email
6922,1328,2023-12-18T17:54:21,card,0,99.65,99.65,DE,mobile,organic
6923,3818,2022-03-27T14:54:37,wallet,0,182.04,182.04,CA,desktop,paid
6924,10849,2022-12-18T15:09:15,paypal,0,85.68,85.68,IN,desktop,paid
6925,12535,2025-02-11T03:18:19,card,10,22.01,19.81,US,mobile,social
6926,9620,2025-09-17T06:46:01,card,0,8.56,8.56,PL,mobile,paid
6927,14983,2021-04-15T07:40:12,card,0,65.48,65.48,IN,desktop,direct
6928,12600,2023-01-28T02:14:48,card,5,81.1,77.04,FR,mobile,direct
6929,8645,2024-01-05T02:40:37,paypal,5,578.41,549.49,IN,mobile,referral
6930,16155,2025-07-11T20:15:49,card,10,11.39,10.25,BR,mobile,direct
6931,13392,2021-04-23T17:35:32,card,20,218.56,174.85,BR,mobile,direct
6932,10611,2024-06-30T13:31:50,card,0,31.34,31.34,US,desktop,email
6933,8231,2024-05-29T16:54:08,card,15,37.56,31.93,IN,mobile,email
6934,17858,2024-10-26T14:58:07,paypal,10,62.19,55.97,US,mobile,direct
6935,10981,2024-07-26T11:24:17,card,0,39.58,39.58,US,mobile,referral
6936,14799,2024-05-06T20:24:08,card,15,520.52,442.44,CA,mobile,email
6937,17949,2021-02-06T21:25:55,card,20,69.35,55.48,SG,desktop,direct
6938,12904,2021-08-12T23:03:23,card,15,10.34,8.79,NL,desktop,email
6939,745,2022-02-19T12:48:12,card,0,245.86,245.86,DE,mobile,paid
6940,6237,2023-08-27T23:02:02,paypal,20,36.51,29.21,DE,desktop,direct
6941,6854,2025-10-21T15:39:25,card,0,14.55,14.55,GB,desktop,email
6942,14400,2024-04-15T10:43:56,wallet,5,766.52,728.19,ZA,mobile,referral
6943,12670,2023-11-08T17:46:02,card,10,55.45,49.91,ES,desktop,direct
6944,14342,2021-01-20T18:48:29,paypal,20,32.47,25.98,NL,desktop,direct
6945,19346,2024-05-01T04:08:22,card,0,49.48,49.48,SG,desktop,paid
6946,18915,2020-04-02T21:09:35,card,0,85.16,85.16,FR,mobile,paid
6947,9163,2024-01-15T23:32:12,card,0,34.33,34.33,JP,mobile,direct
6948,2489,2021-11-13T02:28:36,paypal,10,118.45,106.6,DE,desktop,direct
6949,8362,2020-05-26T12:07:25,paypal,10,65.47,58.92,US,desktop,referral
6950,18712,2025-09-09T09:54:24,card,20,425.22,340.18,GB,desktop,social
6951,2711,2022-11-20T10:19:13,wallet,0,84.24,84.24,MX,desktop,organic
6952,15551,2020-10-20T23:34:45,paypal,5,63.74,60.55,US,mobile,social
6953,6400,2021-04-23T17:10:51,wallet,0,40.88,40.88,US,mobile,email
6954,5023,2024-12-25T00:38:49,card,0,185.47,185.47,GB,mobile,organic
6955,12677,2021-09-14T15:08:23,card,20,310.3,248.24,IN,mobile,direct
6956,14690,2021-04-14T09:26:28,wallet,20,40.78,32.62,GB,mobile,referral
6957,15606,2024-01-06T12:00:16,card,0,206.55,206.55,SE,tablet,organic
6958,15401,2021-04-17T15:14:04,card,0,222.84,222.84,CA,mobile,organic
6959,17058,2021-04-15T10:35:03,paypal,0,145.97,145.97,ES,mobile,paid
6960,13948,2021-09-11T00:20:18,card,0,351.03,351.03,PL,desktop,organic
6961,15584,2022-09-25T10:46:00,card,20,138.69,110.95,US,mobile,organic
6962,6298,2020-03-31T20:05:53,card,10,27.36,24.62,ZA,desktop,direct
6963,3282,2025-01-28T18:17:29,card,20,55.18,44.14,JP,mobile,organic
6964,7639,2024-02-17T06:18:16,cod,20,450.8,360.64,IN,mobile,organic
6965,8700,2025-06-29T22:49:58,card,0,8.55,8.55,JP,desktop,organic
6966,16226,2023-02-09T09:26:00,card,0,197.84,197.84,MX,mobile,organic
6967,17445,2023-03-08T23:12:30,card,20,38.33,30.66,FR,mobile,paid
6968,8431,2020-09-15T01:21:44,card,0,60.44,60.44,MX,desktop,paid
6969,4698,2023-05-12T03:04:20,card,0,79.62,79.62,US,desktop,organic
6970,2044,2021-05-16T14:56:31,cod,10,81.13,73.02,FR,mobile,organic
6971,15579,2021-09-05T05:13:02,card,10,140.74,126.67,SE,desktop,social
6972,19518,2024-11-25T15:10:38,paypal,0,29.12,29.12,US,mobile,paid
6973,17454,2021-12-01T17:37:45,cod,0,17.33,17.33,BR,mobile,referral
6974,14354,2024-02-20T15:32:14,card,0,556.06,556.06,US,mobile,referral
6975,14545,2024-05-19T23:46:19,paypal,20,32.18,25.74,GB,desktop,organic
6976,5855,2024-05-27T08:43:50,card,0,24.41,24.41,BR,mobile,direct
6977,15784,2020-01-08T04:31:44,card,5,227.1,215.74,GB,desktop,social
6978,18428,2023-07-11T08:30:03,wallet,15,282.6,240.21,US,mobile,direct
6979,15774,2023-05-17T04:45:35,card,5,177.15,168.29,AE,desktop,paid
6980,5802,2022-05-03T11:06:42,paypal,10,43.63,39.27,ES,desktop,email
6981,11047,2023-02-18T17:04:13,paypal,20,73.36,58.69,SG,mobile,email
6982,19528,2025-10-28T05:33:50,wallet,20,47.41,37.93,MX,desktop,direct
6983,10471,2021-02-18T14:22:27,paypal,20,99.28,79.42,DE,desktop,organic
6984,5735,2024-12-09T10:26:26,wallet,0,77.63,77.63,AU,mobile,organic
6985,11042,2025-01-01T04:41:14,card,0,214.47,214.47,SG,mobile,email
6986,5077,2025-07-26T13:58:08,card,0,56.62,56.62,AU,desktop,organic
6987,15793,2021-01-08T13:01:44,wallet,0,279.83,279.83,PL,desktop,referral
6988,17291,2024-08-31T07:30:16,card,5,161.3,153.23,AU,mobile,direct
6989,7062,2021-12-04T00:48:42,card,0,401.1,401.1,US,mobile,social
6990,8596,2020-07-17T15:58:41,paypal,10,145.58,131.02,ES,desktop,organic
6991,9471,2025-04-28T02:30:52,paypal,0,160.67,160.67,SE,desktop,social
6992,13018,2023-04-05T07:16:12,wallet,10,77.72,69.95,JP,mobile,organic
6993,11649,2020-03-26T18:12:01,card,20,112.18,89.74,FR,mobile,organic
6994,3486,2024-05-19T13:49:07,card,20,44.66,35.73,US,desktop,organic
6995,16138,2024-07-10T07:37:02,card,0,146.54,146.54,IN,desktop,organic
6996,3476,2024-11-03T14:50:08,card,0,106.14,106.14,AU,desktop,organic
6997,6652,2023-10-23T16:12:27,paypal,10,20.73,18.66,FR,desktop,direct
6998,6436,2022-02-25T17:37:50,card,0,161.02,161.02,US,desktop,organic
6999,4305,2024-05-03T16:04:32,cod,0,75.09,75.09,FR,mobile,social
7000,17295,2025-09-10T15:23:29,wallet,0,21.48,21.48,IN,tablet,email
7001,13625,2022-01-03T04:59:05,card,20,49.91,39.93,BR,tablet,organic
7002,7000,2024-12-02T01:55:56,card,15,107.21,91.13,FR,desktop,email
7003,17449,2021-03-05T23:11:51,card,0,86.21,86.21,IN,mobile,social
7004,8324,2022-07-30T22:53:57,paypal,0,54.94,54.94,JP,mobile,organic
7005,9004,2022-08-16T06:13:18,paypal,10,49.3,44.37,JP,desktop,organic
7006,10342,2024-10-25T06:47:46,card,0,152.18,152.18,IN,desktop,organic
7007,13659,2025-01-07T15:02:51,card,5,30.84,29.3,JP,mobile,direct
7008,1785,2021-05-29T21:01:45,paypal,10,30.71,27.64,GB,mobile,organic
7009,567,2025-08-12T19:31:11,card,0,19.56,19.56,BR,desktop,social
7010,16930,2024-05-27T09:35:13,wallet,0,26.29,26.29,FR,mobile,social
7011,17655,2025-02-08T09:35:56,card,0,109.49,109.49,DE,mobile,direct
7012,3477,2023-04-21T21:21:46,card,0,68.84,68.84,SE,desktop,email
7013,15123,2021-06-01T17:56:23,card,0,53.41,53.41,AE,tablet,organic
7014,9972,2022-01-27T19:39:24,card,5,187.23,177.87,PL,desktop,direct
7015,1325,2021-01-25T05:58:55,card,5,48.07,45.67,SE,desktop,direct
7016,5656,2023-12-07T08:26:45,card,10,48.07,43.26,BR,mobile,direct
7017,10745,2021-06-30T23:54:46,card,0,36.81,36.81,DE,mobile,organic
7018,15590,2024-06-28T20:31:09,card,20,141.89,113.51,BR,mobile,direct
7019,1251,2024-12-08T06:27:35,card,20,63.55,50.84,BR,desktop,referral
7020,5764,2020-10-26T05:11:19,card,15,231.26,196.57,MX,tablet,direct
7021,16928,2023-08-23T15:44:05,card,5,227.83,216.44,MX,mobile,paid
7022,16875,2023-06-21T18:35:13,paypal,0,71.02,71.02,US,desktop,direct
7023,13553,2023-01-24T17:16:45,wallet,0,233.1,233.1,BR,tablet,organic
7024,5085,2022-05-04T00:59:43,card,20,369.7,295.76,MX,desktop,direct
7025,14289,2024-06-03T01:02:02,paypal,0,61.51,61.51,SG,mobile,organic
7026,15794,2020-03-16T04:55:05,card,10,174.4,156.96,AU,desktop,referral
7027,5692,2024-04-25T06:57:12,card,10,39.9,35.91,SE,desktop,paid
7028,2674,2023-08-27T15:59:02,paypal,0,34.74,34.74,BR,desktop,organic
7029,13086,2020-11-16T22:13:40,card,15,195.11,165.84,US,mobile,organic
7030,13629,2025-07-26T19:09:59,card,0,234.86,234.86,BR,desktop,paid
7031,634,2022-10-01T04:40:10,card,0,972.67,972.67,US,desktop,organic
7032,8597,2025-05-15T19:31:12,paypal,0,140.77,140.77,BR,mobile,direct
7033,6120,2023-08-01T10:03:49,card,0,62.0,62.0,GB,mobile,social
7034,13037,2021-03-20T03:51:31,card,5,40.34,38.32,FR,desktop,email
7035,2007,2025-08-04T01:09:00,wallet,5,209.83,199.34,MX,mobile,organic
7036,8946,2021-07-04T14:20:32,card,15,305.65,259.8,PL,tablet,organic
7037,16624,2021-12-18T12:26:14,card,10,142.92,128.63,AE,mobile,paid
7038,1633,2023-09-12T03:49:26,card,0,285.49,285.49,DE,mobile,organic
7039,16075,2025-04-18T16:59:29,card,10,83.6,75.24,IN,mobile,direct
7040,6036,2024-12-24T23:50:39,wallet,5,138.36,131.44,NL,mobile,organic
7041,13561,2020-11-12T23:33:41,card,0,381.09,381.09,US,mobile,social
7042,15118,2023-12-04T10:09:01,card,5,78.8,74.86,FR,desktop,email
7043,14527,2023-05-08T04:56:24,card,0,93.09,93.09,US,mobile,social
7044,19586,2025-08-02T06:04:58,card,10,349.06,314.15,CA,desktop,direct
7045,17951,2020-02-22T17:59:23,card,0,250.91,250.91,DE,mobile,social
7046,6152,2025-08-21T08:39:59,wallet,0,182.83,182.83,GB,mobile,organic
7047,3751,2024-06-24T00:13:45,card,0,146.3,146.3,MX,desktop,direct
7048,98,2022-01-07T20:17:52,card,15,70.02,59.52,AU,desktop,direct
7049,18686,2023-06-14T12:25:14,card,0,174.39,174.39,CA,mobile,email
7050,16215,2023-03-08T18:40:31,card,0,97.95,97.95,BR,desktop,email
7051,1608,2025-01-18T20:25:33,card,0,796.83,796.83,CA,desktop,email
7052,9747,2024-07-08T12:15:51,card,20,9.27,7.42,MX,mobile,organic
7053,10926,2023-09-21T16:56:49,card,5,546.24,518.93,US,desktop,referral
7054,4907,2021-06-08T19:43:30,card,0,37.8,37.8,US,mobile,paid
7055,12843,2024-09-13T23:29:19,wallet,0,257.89,257.89,IN,desktop,direct
7056,1235,2021-04-21T01:40:11,card,0,4.96,4.96,JP,mobile,referral
7057,7313,2022-03-27T04:21:33,card,0,170.74,170.74,BR,desktop,organic
7058,4788,2025-01-05T07:02:23,card,0,501.65,501.65,US,mobile,email
7059,9415,2020-03-30T14:06:44,cod,10,121.15,109.04,DE,mobile,organic
7060,14873,2022-02-24T12:21:02,wallet,15,9.27,7.88,MX,mobile,referral
7061,9327,2024-01-30T01:53:04,paypal,0,14.82,14.82,US,mobile,social
7062,12808,2022-07-19T15:35:24,paypal,20,306.68,245.34,FR,desktop,referral
7063,7188,2023-06-11T15:19:26,wallet,5,184.09,174.89,AE,mobile,direct
7064,18170,2025-06-17T19:45:51,card,10,65.21,58.69,ES,tablet,direct
7065,16178,2023-01-16T15:53:56,paypal,0,61.13,61.13,MX,mobile,social
7066,16664,2022-03-21T06:47:33,card,10,41.84,37.66,ES,mobile,email
7067,14628,2020-04-17T11:59:51,paypal,0,21.08,21.08,CA,mobile,direct
7068,15370,2022-07-28T15:11:56,card,15,10.6,9.01,DE,mobile,direct
7069,10304,2021-11-15T20:12:45,card,0,479.46,479.46,NL,mobile,direct
7070,2708,2024-12-17T15:36:30,card,10,64.11,57.7,AE,desktop,organic
7071,14131,2025-02-14T20:11:44,card,0,245.51,245.51,SE,mobile,organic
7072,9379,2021-02-05T04:28:07,paypal,15,66.05,56.14,US,desktop,direct
7073,9145,2022-07-22T01:40:30,card,0,139.64,139.64,AE,desktop,direct
7074,17349,2024-03-16T18:11:52,card,0,34.48,34.48,PL,tablet,organic
7075,8936,2021-10-06T06:16:09,card,10,794.16,714.74,IN,mobile,paid
7076,11213,2023-03-10T13:40:40,card,20,57.75,46.2,IN,mobile,organic
7077,18965,2025-06-14T18:20:09,card,0,179.69,179.69,US,desktop,email
7078,16686,2023-05-26T02:31:24,paypal,20,17.69,14.15,AE,desktop,organic
7079,10403,2024-10-28T10:15:29,card,15,14.82,12.6,IN,mobile,paid
7080,1186,2025-06-16T13:36:40,card,15,416.92,354.38,NL,mobile,direct
7081,1266,2020-08-23T16:48:02,card,0,26.37,26.37,US,desktop,organic
7082,13950,2021-04-30T11:42:43,card,10,43.01,38.71,FR,mobile,paid
7083,19504,2023-05-09T21:40:30,card,20,36.42,29.14,US,desktop,organic
7084,7224,2024-03-19T05:48:29,card,5,90.39,85.87,NL,desktop,email
7085,4543,2023-04-23T03:27:15,card,0,82.01,82.01,US,mobile,paid
7086,5751,2022-03-23T14:39:20,paypal,0,94.95,94.95,US,mobile,organic
7087,4651,2021-06-08T19:07:23,paypal,0,103.14,103.14,PL,mobile,direct
7088,2,2025-01-02T02:48:29,card,10,24.28,21.85,IN,mobile,organic
7089,1988,2020-07-14T02:25:01,card,15,284.44,241.77,IN,desktop,paid
7090,1628,2022-03-05T00:15:17,card,0,412.98,412.98,AU,mobile,organic
7091,838,2023-11-20T01:50:42,card,0,112.0,112.0,BR,mobile,email
7092,1645,2024-08-05T11:26:03,card,0,201.2,201.2,GB,desktop,social
7093,5379,2020-01-08T18:18:00,card,15,293.76,249.7,FR,mobile,referral
7094,7649,2022-01-15T17:00:55,paypal,5,122.96,116.81,GB,mobile,social
7095,15671,2023-03-19T07:46:31,card,0,35.49,35.49,ES,mobile,direct
7096,9629,2021-12-06T12:44:09,card,0,101.54,101.54,IN,mobile,referral
7097,11249,2022-11-10T04:22:19,paypal,5,240.99,228.94,PL,desktop,direct
7098,16086,2020-04-23T14:36:56,card,15,48.73,41.42,DE,tablet,organic
7099,10849,2023-08-28T11:03:41,card,5,5.5,5.22,IN,desktop,organic
7100,13738,2023-06-25T19:29:52,card,5,187.91,178.51,IN,desktop,social
7101,17383,2021-06-13T01:43:22,card,15,201.76,171.5,DE,desktop,social
7102,9138,2020-05-07T05:14:19,card,15,38.75,32.94,IN,desktop,social
7103,10542,2024-11-28T04:10:09,card,10,18.59,16.73,US,tablet,paid
7104,16370,2022-04-23T00:47:57,card,10,141.42,127.28,US,mobile,direct
7105,18186,2025-04-13T21:20:59,paypal,15,44.18,37.55,PL,mobile,direct
7106,2658,2023-05-20T04:36:17,paypal,20,72.65,58.12,AU,mobile,organic
7107,17118,2023-02-03T21:01:21,card,0,87.03,87.03,US,mobile,social
7108,12653,2020-08-21T01:30:31,paypal,0,24.63,24.63,BR,desktop,direct
7109,7315,2024-12-05T04:10:29,card,0,52.58,52.58,BR,mobile,paid
7110,1067,2025-09-03T17:06:55,paypal,15,219.53,186.6,BR,desktop,organic
7111,2052,2020-12-27T12:35:11,card,20,126.78,101.42,GB,desktop,direct
7112,12284,2024-05-01T14:07:19,card,15,44.44,37.77,PL,desktop,organic
7113,18731,2020-03-15T17:53:56,card,10,244.38,219.94,MX,desktop,social
7114,13602,2024-06-27T14:17:40,card,15,21.48,18.26,US,mobile,organic
7115,8276,2025-10-12T22:02:12,card,0,25.48,25.48,US,desktop,organic
7116,3073,2025-10-12T01:48:45,card,15,12.49,10.62,BR,mobile,direct
7117,19150,2023-01-12T10:27:22,paypal,5,193.47,183.8,IN,mobile,email
7118,2501,2021-09-05T00:39:32,card,0,90.75,90.75,IN,mobile,social
7119,4927,2020-02-11T06:29:38,card,20,8.79,7.03,AU,mobile,direct
7120,4376,2025-04-20T15:47:47,card,10,276.51,248.86,PL,mobile,organic
7121,3568,2025-03-07T12:22:45,wallet,0,241.14,241.14,DE,desktop,paid
7122,1769,2023-03-11T18:47:44,card,5,127.28,120.92,NL,mobile,direct
7123,7964,2023-10-19T22:05:12,card,0,397.34,397.34,AU,mobile,paid
7124,4206,2023-08-25T09:53:55,paypal,0,113.27,113.27,SG,desktop,social
7125,9182,2023-09-11T03:53:14,wallet,5,771.58,733.0,SG,desktop,paid
7126,15454,2023-10-01T09:53:42,card,5,128.88,122.44,US,desktop,organic
7127,16271,2024-08-22T13:53:15,card,20,449.91,359.93,US,mobile,direct
7128,5231,2022-03-05T12:54:21,card,0,121.67,121.67,IN,mobile,social
7129,10917,2021-01-29T09:17:33,card,0,428.4,428.4,GB,mobile,direct
7130,19605,2023-11-04T06:23:20,wallet,0,153.86,153.86,GB,mobile,email
7131,7322,2021-04-11T10:17:20,wallet,10,138.19,124.37,SG,mobile,organic
7132,940,2020-02-07T16:37:11,paypal,0,41.13,41.13,FR,mobile,organic
7133,4660,2021-05-20T04:08:58,card,0,19.89,19.89,AE,mobile,organic
7134,3924,2022-08-01T04:00:58,paypal,0,58.75,58.75,ES,tablet,organic
7135,15609,2025-05-14T01:01:33,card,0,19.56,19.56,AU,mobile,direct
7136,9027,2021-12-28T15:46:36,card,0,41.84,41.84,CA,desktop,referral
7137,4178,2020-01-12T23:34:44,card,0,66.38,66.38,DE,tablet,paid
7138,4345,2021-10-11T08:05:16,card,20,131.39,105.11,US,tablet,paid
7139,16214,2020-10-19T13:43:36,card,15,511.35,434.65,IN,mobile,referral
7140,9003,2024-06-29T08:09:09,card,0,10.64,10.64,NL,mobile,email
7141,5796,2020-11-25T00:36:30,card,0,64.01,64.01,FR,desktop,referral
7142,18,2021-09-26T00:24:08,card,0,43.04,43.04,IN,mobile,organic
7143,1015,2021-05-23T10:12:05,paypal,0,30.84,30.84,AU,mobile,referral
7144,6769,2025-05-29T10:18:29,card,0,73.55,73.55,IN,desktop,paid
7145,13046,2024-11-09T12:12:11,paypal,10,230.29,207.26,MX,desktop,organic
7146,15436,2024-03-17T19:36:13,cod,20,138.36,110.69,IN,mobile,direct
7147,13033,2023-06-26T13:28:47,card,0,54.58,54.58,DE,mobile,direct
7148,12141,2025-01-22T07:31:19,card,15,225.42,191.61,BR,mobile,social
7149,16737,2022-04-12T01:24:55,card,5,138.36,131.44,DE,mobile,organic
7150,6775,2021-10-17T09:06:53,card,20,151.97,121.58,ZA,mobile,email
7151,19277,2023-10-01T14:43:21,wallet,10,36.82,33.14,US,mobile,social
7152,11198,2025-01-09T14:54:22,wallet,10,94.32,84.89,BR,desktop,organic
7153,16682,2023-05-29T16:07:21,card,10,111.64,100.48,PL,desktop,direct
7154,7928,2023-11-25T00:34:55,paypal,0,55.74,55.74,NL,desktop,email
7155,8308,2024-11-09T17:22:31,paypal,0,38.98,38.98,JP,mobile,social
7156,2677,2022-03-09T02:35:36,card,0,118.89,118.89,CA,desktop,email
7157,4019,2022-01-26T16:11:19,card,0,201.2,201.2,IN,mobile,organic
7158,19814,2022-07-13T04:58:59,paypal,0,82.39,82.39,AU,desktop,email
7159,7542,2025-09-11T03:03:47,card,15,163.85,139.27,GB,desktop,email
7160,15830,2025-08-26T01:29:44,card,20,24.28,19.42,GB,desktop,referral
7161,6417,2022-01-15T21:24:51,card,5,452.57,429.94,BR,desktop,organic
7162,4709,2020-05-08T08:18:58,card,20,30.71,24.57,DE,desktop,email
7163,9526,2020-03-25T16:37:54,card,0,79.06,79.06,GB,mobile,organic
7164,3141,2020-12-03T17:12:12,card,0,8.38,8.38,ES,mobile,email
7165,7159,2025-07-29T22:58:55,card,10,44.18,39.76,BR,mobile,direct
7166,8022,2023-10-20T18:54:39,paypal,15,324.31,275.66,BR,mobile,paid
7167,16603,2020-08-14T00:55:25,card,5,73.63,69.95,PL,mobile,email
7168,18336,2024-08-13T06:14:36,card,5,277.53,263.65,JP,mobile,organic
7169,9648,2020-03-16T16:02:17,card,15,14.56,12.38,GB,desktop,organic
7170,11408,2023-04-15T06:39:35,card,0,48.32,48.32,ES,mobile,social
7171,18600,2025-02-16T04:49:57,card,0,22.01,22.01,MX,mobile,organic
7172,4963,2024-04-15T17:00:32,card,10,165.12,148.61,BR,mobile,direct
7173,18155,2024-07-14T01:33:49,wallet,10,152.63,137.37,FR,mobile,email
7174,19123,2020-01-20T03:06:19,card,15,171.65,145.9,SE,desktop,paid
7175,15545,2021-09-16T12:57:33,card,10,78.5,70.65,IN,mobile,direct
7176,18051,2020-06-29T20:19:15,cod,0,246.29,246.29,ZA,tablet,direct
7177,13270,2022-08-03T05:23:09,card,0,40.31,40.31,IN,desktop,organic
7178,2965,2023-04-10T06:12:09,paypal,10,83.51,75.16,MX,desktop,organic
7179,16613,2025-08-02T03:29:59,card,0,281.9,281.9,IN,mobile,social
7180,17107,2022-09-08T06:11:40,paypal,15,95.26,80.97,US,tablet,organic
7181,4634,2023-01-22T09:39:12,paypal,0,61.54,61.54,BR,mobile,organic
7182,8637,2024-08-21T03:19:02,card,0,281.45,281.45,IN,desktop,organic
7183,9274,2023-03-31T02:31:23,card,0,103.99,103.99,IN,mobile,direct
7184,15574,2024-04-19T11:44:01,wallet,10,115.42,103.88,AE,mobile,email
7185,5447,2020-02-21T09:59:57,card,0,247.27,247.27,US,desktop,organic
7186,19492,2023-12-23T02:54:00,card,0,142.32,142.32,ZA,tablet,social
7187,2158,2020-03-01T04:48:59,card,5,66.53,63.2,CA,tablet,paid
7188,7204,2024-05-23T03:00:16,card,0,34.38,34.38,CA,mobile,referral
7189,372,2022-07-26T15:51:03,card,0,2834.5,2834.5,US,desktop,organic
7190,7286,2024-12-26T15:09:41,card,15,143.11,121.64,FR,desktop,referral
7191,9434,2021-10-15T02:59:57,card,15,35.48,30.16,ES,mobile,organic
7192,7018,2021-01-28T08:11:57,card,15,216.41,183.95,AE,desktop,organic
7193,16078,2020-08-20T07:10:32,card,0,15.06,15.06,GB,desktop,organic
7194,253,2021-12-19T12:39:56,card,10,928.14,835.33,MX,tablet,referral
7195,11586,2025-10-13T04:46:28,card,10,38.61,34.75,US,mobile,organic
7196,16160,2023-07-08T23:53:44,card,10,422.59,380.33,IN,mobile,organic
7197,4252,2024-04-03T09:00:40,cod,0,109.84,109.84,AE,mobile,paid
7198,12254,2023-02-12T12:52:28,card,15,15.18,12.9,BR,desktop,direct
7199,12855,2022-11-28T02:11:13,wallet,0,211.39,211.39,BR,mobile,organic
7200,17814,2023-12-09T19:06:50,card,10,7.9,7.11,GB,desktop,paid
7201,8705,2024-07-24T07:31:34,card,20,220.45,176.36,US,tablet,direct
7202,1955,2024-02-17T15:32:41,card,15,502.48,427.11,CA,mobile,social
7203,12222,2020-09-27T11:17:05,wallet,0,23.23,23.23,NL,mobile,social
7204,13952,2020-02-29T09:59:54,card,15,406.29,345.35,SG,desktop,paid
7205,10069,2024-06-16T22:26:25,card,0,27.68,27.68,CA,mobile,social
7206,18245,2024-08-25T20:40:34,card,0,328.38,328.38,AU,tablet,social
7207,18063,2021-07-30T05:41:57,card,15,223.44,189.92,US,desktop,email
7208,7037,2024-01-26T04:40:45,card,0,19.05,19.05,US,mobile,organic
7209,9443,2024-04-12T04:25:44,card,0,26.37,26.37,JP,tablet,email
7210,5994,2025-02-01T10:29:05,card,5,113.6,107.92,AU,mobile,social
7211,704,2025-10-06T03:09:53,paypal,20,201.78,161.42,US,mobile,organic
7212,10085,2024-02-29T09:05:31,card,0,18.84,18.84,CA,mobile,organic
7213,2808,2024-09-24T21:55:08,card,5,72.61,68.98,GB,mobile,email
7214,16349,2022-04-22T07:12:26,card,5,133.73,127.04,ZA,mobile,organic
7215,15130,2022-08-29T04:56:01,card,5,471.0,447.45,US,desktop,referral
7216,8305,2024-08-28T14:37:40,card,0,144.25,144.25,IN,mobile,organic
7217,14295,2021-03-23T06:13:08,card,0,91.15,91.15,AU,desktop,direct
7218,2982,2020-09-03T11:11:25,paypal,0,249.97,249.97,IN,desktop,organic
7219,16755,2021-05-10T14:27:44,card,0,376.88,376.88,MX,mobile,email
7220,10173,2022-11-26T12:56:10,card,15,59.87,50.89,US,mobile,email
7221,6610,2023-06-04T07:09:19,paypal,10,75.1,67.59,ES,mobile,organic
7222,5115,2020-12-26T15:34:54,paypal,20,136.05,108.84,CA,desktop,organic
7223,3669,2022-10-23T10:01:47,card,15,173.37,147.36,BR,mobile,organic
7224,4436,2021-07-02T00:26:50,wallet,10,38.54,34.69,BR,desktop,referral
7225,1809,2023-09-24T13:52:00,card,10,271.93,244.74,SG,desktop,email
7226,4004,2020-09-22T07:08:00,card,20,316.88,253.5,IN,mobile,direct
7227,681,2023-10-25T01:03:00,card,10,114.93,103.44,DE,desktop,direct
7228,15563,2022-10-18T15:23:38,card,5,198.95,189.0,JP,desktop,organic
7229,5956,2023-03-31T23:07:40,paypal,0,45.85,45.85,JP,desktop,organic
7230,15941,2023-11-19T12:17:57,wallet,15,469.18,398.8,SG,mobile,social
7231,2166,2021-11-27T05:18:16,card,0,44.45,44.45,AE,mobile,social
7232,6021,2022-04-18T02:47:43,wallet,20,137.73,110.18,CA,mobile,social
7233,15341,2022-07-20T00:13:37,card,0,75.58,75.58,US,mobile,organic
7234,12039,2021-02-06T05:56:31,card,0,117.79,117.79,CA,mobile,organic
7235,2192,2020-10-31T14:16:44,card,15,47.41,40.3,JP,desktop,direct
7236,10256,2021-10-23T12:30:26,wallet,15,126.52,107.54,BR,desktop,organic
7237,12559,2022-09-05T22:50:08,card,20,45.94,36.75,SE,mobile,organic
7238,8923,2023-01-25T14:28:32,paypal,10,15.86,14.27,IN,mobile,social
7239,13162,2020-08-07T10:22:31,card,10,11.39,10.25,JP,tablet,paid
7240,17423,2025-10-24T04:58:15,paypal,0,57.62,57.62,GB,desktop,direct
7241,3621,2023-06-06T16:56:23,card,20,16.16,12.93,AU,mobile,paid
7242,2121,2023-03-11T23:04:40,card,5,144.97,137.72,MX,desktop,direct
7243,14805,2025-05-25T21:41:55,paypal,20,203.25,162.6,BR,desktop,email
7244,7680,2023-07-16T00:10:16,paypal,10,76.66,68.99,IN,mobile,social
7245,874,2024-01-03T07:32:05,card,0,539.06,539.06,ES,desktop,paid
7246,18180,2025-01-31T16:06:22,card,0,235.28,235.28,US,desktop,email
7247,14473,2020-01-18T13:11:01,card,0,243.84,243.84,MX,mobile,organic
